Datetime,UNIT_ID,Ctrlmode,IU_TON_Cap,DefrostN,OU1Ta,OU1ThexLiq,OU1Tsh,OU1TLiqPipe,OU1Pc,OU1Pe,OU1Tc,OU1Te,OU1EV1pls,OU1EV2pls,OU1HP,OU1FanStep,OU1TAccIn,OU1INVCur,OU1INVrps,OU1INV2Cur,OU1INV2rps,OU1Td,OU1Fanrps,OU1Fan2rps,OU1INVCopt,OU1INV2Copt,OU1INVCOnOffN,OU1INV2COnOffN,OU1PcMKS,OU1PeMKS,Tc(Rp),Te(Rp),SHdis,SHsuc,TLiq,TCondTPOut,SCLiq(Rp),ModifySC(Rp),RLI(Rp),CCDI
2020-04-09 02:00:00,637.0,19.0,84.0,1.0,17.0,31.0,16.0,13.0,23.8,11.1,40.0,13.0,720.0,0.0,20.0,7.0,16.0,7.0,38.0,0.0,0.0,54.0,940.0,910.0,60.0,7.0,0.0,2.0,2435.3079497950002,1189.863399795,40.164114470573566,13.050117260841603,13.835886,2.949883,13.0,40.164114470573566,27.164114,1.1726808738796304,0.0,
2020-04-09 03:00:00,637.0,19.0,84.0,1.0,19.0,29.0,18.0,15.0,22.7,11.9,38.0,15.0,1340.0,0.0,20.0,7.0,17.0,6.0,39.0,0.0,0.0,50.0,940.0,910.0,60.0,0.0,0.0,0.0,2327.434799795,1268.316599795,38.30363455847197,15.27624789732863,11.696365,1.723752,15.0,38.30363455847197,23.303635,1.207214886368252,0.0,
2020-04-09 05:00:00,637.0,19.0,84.0,1.0,21.0,30.0,19.0,16.0,24.4,12.2,41.0,16.0,960.0,0.0,20.0,7.0,19.0,7.0,36.0,0.0,0.0,58.0,940.0,910.0,60.0,5.0,0.0,2.0,2494.1478497949997,1297.736549795,41.15266006868552,16.084389471556506,16.84734,2.915611,16.0,41.15266006868552,25.15266,1.248106201080809,0.0,
2020-04-09 06:00:00,637.0,19.0,84.0,1.0,21.0,30.0,20.0,17.0,23.2,12.2,39.0,16.0,960.0,0.0,20.0,7.0,19.0,6.0,34.0,0.0,0.0,55.0,940.0,910.0,60.0,6.0,0.0,2.0,2376.468049795,1297.736549795,39.15724672182836,16.084389471556506,15.842753,2.915611,17.0,39.15724672182836,22.157247,1.220297732329809,0.0396834,
2020-04-09 07:00:00,637.0,19.0,84.0,0.0,21.0,31.0,19.0,17.0,23.2,12.2,39.0,16.0,1420.0,0.0,20.0,7.0,18.0,6.0,41.0,0.0,0.0,51.0,940.0,910.0,60.0,0.0,0.0,0.0,2376.468049795,1297.736549795,39.15724672182836,16.084389471556506,11.842753,1.915611,17.0,39.15724672182836,22.157247,1.220297732329809,0.0396834,
2020-04-09 09:00:00,637.0,19.0,84.0,1.0,18.0,28.0,18.0,14.0,24.4,11.5,41.0,14.0,940.0,0.0,20.0,7.0,17.0,7.0,35.0,0.0,0.0,58.0,940.0,910.0,60.0,7.0,0.0,2.0,2494.1478497949997,1229.089999795,41.15266006868552,14.176527939007542,16.84734,2.823472,14.0,41.15266006868552,27.15266,1.1727663222907405,0.0,
2020-04-09 10:00:00,637.0,19.0,84.0,1.0,17.0,26.0,16.0,14.0,22.7,11.1,38.0,13.0,940.0,0.0,20.0,7.0,16.0,6.0,30.0,0.0,0.0,52.0,940.0,910.0,40.0,3.0,1.0,1.0,2327.434799795,1189.863399795,38.30363455847197,13.050117260841603,13.696365,2.949883,14.0,38.30363455847197,24.303635,1.1408210619316599,0.0376139,
2020-04-09 12:00:00,637.0,19.0,84.0,0.0,14.0,31.0,14.0,7.0,21.5,8.9,36.0,7.0,820.0,0.0,20.0,7.0,13.0,7.0,45.0,0.0,0.0,60.0,940.0,910.0,40.0,0.0,1.0,0.0,2209.754999795,974.1170997950001,36.19792020308063,6.299359427382285,23.80208,6.700641,7.0,36.19792020308063,29.19792,1.3153448491065354,0.0234339,
2020-04-09 13:00:00,637.0,19.0,84.0,1.0,13.0,36.0,14.0,8.0,22.7,8.9,38.0,7.0,400.0,0.0,20.0,7.0,12.0,7.0,37.0,0.0,0.0,58.0,940.0,910.0,60.0,9.0,0.0,2.0,2327.434799795,974.1170997950001,38.30363455847197,6.299359427382285,19.696365,5.700641,8.0,38.30363455847197,30.303635,1.1976000890296594,0.0531379,
2020-04-09 14:00:00,637.0,19.0,84.0,1.0,13.0,27.0,13.0,10.0,22.7,9.9,38.0,10.0,680.0,0.0,20.0,7.0,11.0,6.0,33.0,0.0,0.0,54.0,940.0,910.0,60.0,9.0,0.0,2.0,2327.434799795,1072.183599795,38.30363455847197,9.494291351226025,15.696365,1.505709,10.0,38.30363455847197,28.303635,1.1185600603974732,0.0175536,
2020-04-09 15:00:00,637.0,19.0,84.0,0.0,13.0,30.0,12.0,7.0,23.8,8.9,40.0,7.0,1620.0,0.0,20.0,7.0,12.0,7.0,55.0,0.0,0.0,61.0,940.0,910.0,57.0,0.0,1.0,0.0,2435.3079497950002,974.1170997950001,40.164114470573566,6.299359427382285,20.835886,5.700641,7.0,40.164114470573566,33.164114,1.2208796291123767,0.0206894,
2020-04-09 16:00:00,637.0,19.0,84.0,1.0,12.0,37.0,14.0,10.0,24.4,9.9,41.0,10.0,440.0,0.0,20.0,7.0,11.0,7.0,40.0,0.0,0.0,60.0,940.0,910.0,60.0,7.0,0.0,2.0,2494.1478497949997,1072.183599795,41.15266006868552,9.494291351226025,18.84734,1.505709,10.0,41.15266006868552,31.15266,1.0686043718344176,0.0159739,
2020-04-09 17:00:00,637.0,19.0,84.0,0.0,12.0,29.0,13.0,8.0,23.2,9.2,39.0,8.0,640.0,0.0,20.0,7.0,12.0,7.0,35.0,0.0,0.0,56.0,940.0,910.0,60.0,0.0,0.0,0.0,2376.468049795,1003.5370497949999,39.15724672182836,7.2823232153630215,16.842753,4.717677,8.0,39.15724672182836,31.157247,1.1472903464457809,0.0225154,
2020-04-09 18:00:00,637.0,19.0,84.0,1.0,12.0,36.0,14.0,9.0,22.1,9.5,37.0,9.0,300.0,0.0,20.0,7.0,12.0,6.0,32.0,0.0,0.0,57.0,940.0,910.0,60.0,6.0,0.0,2.0,2268.5948997950004,1032.956999795,37.26111536149989,8.243829250455633,19.738885,3.756171,9.0,37.26111536149989,28.261115,1.1187595874358092,0.0260593,
2020-04-09 19:00:00,637.0,19.0,84.0,0.0,12.0,27.0,13.0,10.0,22.7,9.9,38.0,10.0,520.0,0.0,20.0,7.0,12.0,6.0,28.0,0.0,0.0,55.0,940.0,910.0,60.0,0.0,0.0,0.0,2327.434799795,1072.183599795,38.30363455847197,9.494291351226025,16.696365,2.505709,10.0,38.30363455847197,28.303635,1.0760351364022378,0.0175536,
2020-04-09 20:00:00,637.0,19.0,84.0,1.0,12.0,34.0,14.0,9.0,22.7,9.9,38.0,10.0,320.0,0.0,20.0,7.0,13.0,6.0,27.0,0.0,0.0,57.0,940.0,910.0,55.0,7.0,1.0,2.0,2327.434799795,1072.183599795,38.30363455847197,9.494291351226025,18.696365,3.505709,9.0,38.30363455847197,29.303635,1.1140526962104473,0.0,
2020-04-09 21:00:00,637.0,19.0,84.0,0.0,13.0,33.0,14.0,9.0,22.1,9.5,37.0,9.0,540.0,0.0,20.0,7.0,13.0,7.0,36.0,0.0,0.0,59.0,940.0,910.0,41.0,0.0,1.0,0.0,2268.5948997950004,1032.956999795,37.26111536149989,8.243829250455633,21.738885,4.756171,9.0,37.26111536149989,28.261115,1.164872866679812,0.0260593,
2020-04-09 22:00:00,637.0,19.0,84.0,1.0,13.0,35.0,14.0,10.0,22.1,9.9,37.0,10.0,320.0,0.0,20.0,7.0,13.0,6.0,30.0,0.0,0.0,56.0,940.0,910.0,55.0,7.0,1.0,2.0,2268.5948997950004,1072.183599795,37.26111536149989,9.494291351226025,18.738885,3.505709,10.0,37.26111536149989,27.261115,1.1236546462847634,0.0182127,
2020-04-09 23:00:00,637.0,19.0,84.0,0.0,13.0,33.0,14.0,10.0,21.5,9.9,36.0,10.0,820.0,0.0,20.0,7.0,13.0,6.0,45.0,0.0,0.0,58.0,940.0,910.0,60.0,0.0,0.0,0.0,2209.754999795,1072.183599795,36.19792020308063,9.494291351226025,21.80208,3.505709,10.0,36.19792020308063,26.19792,1.1293219293219647,0.0189378,
2020-04-10 00:00:00,637.0,19.0,84.0,1.0,14.0,30.0,14.0,10.0,24.4,9.9,41.0,10.0,540.0,0.0,20.0,7.0,13.0,7.0,32.0,0.0,0.0,62.0,940.0,910.0,40.0,5.0,1.0,2.0,2494.1478497949997,1072.183599795,41.15266006868552,9.494291351226025,20.84734,3.505709,10.0,41.15266006868552,31.15266,1.1473152140967426,0.0159739,
2020-04-10 01:00:00,637.0,19.0,84.0,1.0,15.0,35.0,13.0,5.0,23.2,8.4,39.0,5.0,340.0,0.0,20.0,7.0,13.0,7.0,38.0,0.0,0.0,63.0,940.0,910.0,60.0,6.0,0.0,2.0,2376.468049795,925.083849795,39.15724672182836,4.610211269363276,23.842753,8.389789,5.0,39.15724672182836,34.157247,1.4139544706117397,0.0112828,
2020-04-10 02:00:00,637.0,19.0,84.0,0.0,17.0,24.0,15.0,10.0,23.8,9.9,40.0,10.0,1260.0,0.0,20.0,7.0,15.0,7.0,42.0,0.0,0.0,55.0,940.0,910.0,60.0,0.0,0.0,0.0,2435.3079497950002,1072.183599795,40.164114470573566,9.494291351226025,14.835886,5.505709,10.0,40.164114470573566,30.164114,1.3021915445254277,0.0164888,
2020-04-10 03:00:00,637.0,19.0,84.0,1.0,18.0,34.0,17.0,12.0,26.8,11.1,45.0,13.0,640.0,0.0,20.0,7.0,16.0,8.0,40.0,0.0,0.0,66.0,940.0,910.0,60.0,6.0,0.0,2.0,2729.507449795,1189.863399795,44.937479651873446,13.050117260841603,21.06252,2.949883,12.0,44.937479651873446,32.93748,1.2227380002014876,0.0,
