Datetime,UNIT_ID,Ctrlmode,IU_TON_Cap,DefrostN,OU1Ta,OU1ThexLiq,OU1Tsh,OU1TLiqPipe,OU1Pc,OU1Pe,OU1Tc,OU1Te,OU1EV1pls,OU1EV2pls,OU1HP,OU1FanStep,OU1TAccIn,OU1INVCur,OU1INVrps,OU1INV2Cur,OU1INV2rps,OU1Td,OU1Fanrps,OU1Fan2rps,OU1INVCopt,OU1INV2Copt,OU1INVCOnOffN,OU1INV2COnOffN,OU1PcMKS,OU1PeMKS,OU1ThexdiMKS,Tc(Rp),Te(Rp),TCondTPIn,TCondTPOut,SCondTPin,SCondTPOut,TCondDi,SConddi,ACondSC_Te,ACondTP_Te,RLI(Te),SHdis,SHsuc,SCconddi(Rp),ModifySCDi(Rp),CCDI,RLILiq
2020-05-09 08:00:00,637.0,4.0,14.0,0.0,25.0,32.0,25.0,24.0,15.4,7.4,24.0,1.0,0.0,0.0,20.0,0.0,25.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,22.0,0.0,1.0,0.0,1611.5493497950004,827.0173497950001,305.15,23.949028528735255,1.0182989954336676,24.066942269485423,23.949028528735255,1.8345623652559577,1.2017855308873702,32.0,1.8698556327190967,-18.00864147971465,14.547340985645082,0.0,14.050971,23.981701,-8.050971,0.0,,0.0
2020-05-09 09:00:00,637.0,4.0,14.0,0.0,24.0,24.0,24.0,23.0,14.6,8.7,22.0,6.0,0.0,0.0,20.0,0.0,25.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,4.0,4.0,1.0,1.0,1533.096149795,954.503799795,297.15,22.09891319379352,5.631561393210063,22.216122573331745,22.09891319379352,1.8382737346686648,1.1916111839520802,24.0,1.8465531816775063,-11.407711080874682,10.68671717708269,0.0,15.901087,19.368439,-1.901087,0.0,,0.0
2020-05-13 02:00:00,637.0,4.0,28.0,0.0,26.0,34.0,28.0,29.0,20.9,10.7,35.0,12.0,3000.0,20.0,20.0,1.0,23.0,6.0,27.0,0.0,0.0,56.0,380.0,0.0,19.0,0.0,1.0,0.0,2150.915099795,1150.636799795,307.15,35.11309738715238,11.895448307885943,35.23258562275021,35.11309738715238,1.8106871371311621,1.2638926568350608,34.0,1.2572587180913344,0.15033235182410423,12.727950115837354,0.011811,20.886903,11.104552,1.113097,0.12214255512831908,,0.011811
2020-05-13 03:00:00,637.0,4.0,28.0,0.0,28.0,32.0,29.0,32.0,19.1,9.2,32.0,8.0,3000.0,20.0,20.0,4.0,24.0,5.0,26.0,0.0,0.0,54.0,380.0,380.0,20.0,0.0,0.0,0.0,1974.3953997950002,1003.5370497949999,305.15,31.71819223503178,7.2823232153630215,31.83777614411059,31.71819223503178,1.8182818137018086,1.244840628798408,32.0,1.8191260402257317,-14.11408213766876,14.04682085404192,0.0,22.281808,16.717677,-0.281808,-0.07579167030281085,,0.0
2020-05-13 04:00:00,637.0,4.0,28.0,0.0,30.0,30.0,31.0,29.0,17.9,10.3,30.0,11.0,0.0,0.0,20.0,0.0,32.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,22.0,0.0,1.0,0.0,1856.715599795,1111.4101997950002,303.15,29.32562674788005,10.710802812920974,29.444948373104012,29.32562674788005,1.823437657026575,1.23151240942895,30.0,1.8262323678000327,-11.27113893189757,11.053899007964068,0.0,8.674373,21.289197,-0.674373,0.0,,0.0
2020-05-13 05:00:00,637.0,4.0,28.0,0.0,32.0,32.0,32.0,31.0,18.5,9.5,31.0,9.0,0.0,0.0,20.0,0.0,33.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,24.0,0.0,3.0,0.0,1915.555499795,1032.956999795,305.15,30.535742932427354,8.243829250455633,30.65522862642274,30.535742932427354,1.8208482321526007,1.2382445122927048,32.0,1.827640860481298,-13.570286402507795,13.02215823880831,0.0,9.464257,24.756171,-1.464257,0.0,,0.0
2020-05-13 06:00:00,637.0,4.0,28.0,0.0,32.0,29.0,30.0,30.0,17.9,8.4,30.0,5.0,3000.0,20.0,20.0,5.0,30.0,5.0,33.0,0.0,0.0,40.0,550.0,520.0,50.0,4.0,1.0,1.0,1856.715599795,925.083849795,302.15,29.32562674788005,4.610211269363276,29.444948373104012,29.32562674788005,1.823437657026575,1.23151240942895,29.0,1.2296195784640873,0.04647392553149601,14.664993167876434,0.003169,10.674373,25.389789,0.325627,0.0,,0.003169
2020-05-13 07:00:00,637.0,4.0,28.0,0.0,30.0,30.0,26.0,30.0,20.3,8.9,34.0,7.0,3000.0,40.0,20.0,4.0,16.0,6.0,40.0,0.0,0.0,61.0,380.0,380.0,40.0,0.0,1.0,0.0,2092.075199795,974.1170997950001,303.15,34.00562152346981,6.299359427382285,34.12520630836934,34.00562152346981,1.8132044070010431,1.2576573244683467,30.0,1.2341475776911561,0.6042816321704703,15.425350564550774,0.039175,26.994378,9.700641,4.005622,1.0000001189653551,,0.039175
2020-05-13 08:00:00,637.0,4.0,28.0,0.0,28.0,27.0,26.0,27.0,19.1,8.9,32.0,7.0,3000.0,20.0,20.0,5.0,15.0,6.0,52.0,0.0,0.0,66.0,550.0,520.0,4.0,0.0,0.0,0.0,1974.3953997950002,974.1170997950001,300.15,31.71819223503178,6.299359427382285,31.83777614411059,31.71819223503178,1.8182818137018086,1.244840628798408,27.0,1.217467823051831,0.6312096929862409,14.610492773338729,0.043202,34.281808,8.700641,4.718192,1.268947838561573,,0.043202
2020-05-15 02:00:00,637.0,4.0,9.0,0.0,27.0,30.0,27.0,27.0,16.6,7.7,27.0,2.0,0.0,0.0,20.0,0.0,28.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,22.0,0.0,1.0,0.0,1729.2291497950002,856.4372997950001,303.15,26.601272954132696,2.128160033334666,26.720010105694712,26.601272954132696,1.8291451012056246,1.2164159174841824,30.0,1.8447168073017146,-16.444190238325017,15.031767362060258,0.0,11.398727,25.87184,-3.398727,0.0,,0.0
2020-05-15 03:00:00,637.0,4.0,9.0,0.0,31.0,30.0,30.0,28.0,17.9,8.4,30.0,5.0,0.0,0.0,20.0,0.0,30.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,21.0,0.0,1.0,0.0,1856.715599795,925.083849795,303.15,29.32562674788005,4.610211269363276,29.444948373104012,29.32562674788005,1.823437657026575,1.23151240942895,30.0,1.8262323678000327,-14.899282480721183,14.664993167876434,0.0,13.674373,25.389789,-0.674373,0.0,,0.0
2020-05-15 04:00:00,637.0,4.0,9.0,0.0,31.0,29.0,30.0,28.0,17.3,8.7,29.0,6.0,0.0,0.0,20.0,0.0,29.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,38.0,10.0,3.0,2.0,1797.8756997950002,954.503799795,302.15,28.086306441838985,5.631561393210063,28.2053975278115,28.086306441838985,1.8260537980259717,1.2246353673059887,29.0,1.829990541464791,-13.869650661118435,13.54050931638288,0.0,15.913694,23.368439,-0.913694,0.0,,0.0
2020-05-15 05:00:00,637.0,4.0,60.0,0.0,30.0,19.0,13.0,36.0,22.1,7.7,37.0,2.0,3000.0,80.0,20.0,5.0,14.0,7.0,43.0,9.0,31.0,74.0,550.0,520.0,60.0,60.0,0.0,0.0,2268.5948997950004,856.4372997950001,292.15,37.26111536149989,2.128160033334666,37.38021791494248,37.26111536149989,1.8056809708242858,1.2760504955057508,19.0,1.1710495458990107,2.7302764450306696,18.63902400079673,0.146482,36.738885,11.87184,18.261115,2.5149187267874367,,0.146482
2020-05-15 06:00:00,637.0,4.0,60.0,0.0,29.0,24.0,23.0,30.0,20.9,7.4,35.0,1.0,3000.0,20.0,20.0,6.0,12.0,7.0,44.0,8.0,32.0,74.0,860.0,660.0,60.0,60.0,0.0,0.0,2150.915099795,827.0173497950001,297.15,35.11309738715238,1.0182989954336676,35.23258562275021,35.11309738715238,1.8106871371311621,1.2638926568350608,24.0,1.1995584576145677,1.8359854414844783,18.67551532124279,0.09831,38.886903,10.981701,11.113097,1.8179159100844515,,0.09831
2020-05-15 07:00:00,637.0,4.0,60.0,0.0,27.0,24.0,23.0,28.0,19.7,7.4,33.0,1.0,3000.0,40.0,20.0,6.0,11.0,6.0,41.0,8.0,30.0,71.0,860.0,660.0,60.0,60.0,0.0,0.0,2033.235299795,827.0173497950001,297.15,32.874385646879205,1.0182989954336676,32.99400244092101,32.874385646879205,1.8157349497205015,1.2513090173441843,24.0,1.2000988835167683,1.404125222331895,18.014158820355355,0.077946,38.125614,9.981701,8.874386,1.5106917613954336,,0.077946
