Datetime,UNIT_ID,Ctrlmode,IU_TON_Cap,DefrostN,OU1Ta,OU1ThexLiq,OU1Tsh,OU1TLiqPipe,OU1Pc,OU1Pe,OU1Tc,OU1Te,OU1EV1pls,OU1EV2pls,OU1HP,OU1FanStep,OU1TAccIn,OU1INVCur,OU1INVrps,OU1INV2Cur,OU1INV2rps,OU1Td,OU1Fanrps,OU1Fan2rps,OU1INVCopt,OU1INV2Copt,OU1INVCOnOffN,OU1INV2COnOffN,OU1PcMKS,OU1PeMKS,Tc(Rp),Te(Rp),SHdis,SHsuc,TLiq,TCondTPOut,SCLiq(Rp),ModifySC(Rp),RLI(Rp),CCDI
2020-11-12 09:00:00,737.0,19.0,80.0,0.0,18.0,26.0,12.0,7.0,20.3,8.2,34.0,4.0,2160.0,0.0,20.0,7.0,11.0,6.0,54.0,8.0,39.0,46.0,940.0,910.0,17.0,17.0,0.0,0.0,2092.075199795,905.4705497949999,34.00562152346981,3.9156327252940173,11.994378,7.084367,7.0,34.00562152346981,27.005622,1.687258564773655,0.1025048,
2020-11-30 13:00:00,737.0,19.0,80.0,0.0,13.0,32.0,6.0,-2.0,24.4,6.0,41.0,-5.0,2860.0,0.0,20.0,8.0,6.0,8.0,65.0,10.0,46.0,84.0,1360.0,1180.0,60.0,60.0,0.0,0.0,2494.1478497949997,689.724249795,41.15266006868552,-4.595461408315032,42.84734,10.595461,-2.0,41.15266006868552,43.15266,1.532809329374851,0.0567337,
2020-11-30 14:00:00,737.0,19.0,80.0,1.0,13.0,35.0,8.0,5.0,26.2,7.2,44.0,0.0,2880.0,0.0,20.0,7.0,5.0,9.0,99.0,10.0,72.0,73.0,1140.0,1110.0,60.0,56.0,0.0,2.0,2670.667549795,807.4040497950001,44.01540253572364,0.2617237001121566,28.984597,4.738276,5.0,44.01540253572364,39.015403,1.2579363738730116,0.1082944,
2020-11-30 15:00:00,737.0,19.0,80.0,0.0,12.0,32.0,6.0,4.0,24.4,7.2,41.0,0.0,2560.0,0.0,20.0,7.0,4.0,8.0,86.0,10.0,61.0,68.0,940.0,910.0,60.0,60.0,0.0,0.0,2494.1478497949997,807.4040497950001,41.15266006868552,0.2617237001121566,26.84734,3.738276,4.0,41.15266006868552,37.15266,1.274417494405861,0.0914207,
2020-11-30 16:00:00,737.0,19.0,80.0,0.0,12.0,36.0,7.0,4.0,26.2,7.0,44.0,-1.0,2840.0,0.0,20.0,7.0,4.0,9.0,103.0,11.0,76.0,76.0,1140.0,1110.0,60.0,60.0,0.0,0.0,2670.667549795,787.790749795,44.01540253572364,-0.5088612562674939,31.984597,4.508861,4.0,44.01540253572364,40.015403,1.24987974008291,0.1012675,
2020-11-30 17:00:00,737.0,19.0,80.0,0.0,11.0,36.0,6.0,4.0,26.2,7.0,44.0,-1.0,2940.0,0.0,20.0,8.0,4.0,9.0,106.0,11.0,80.0,78.0,1360.0,1180.0,50.0,50.0,0.0,0.0,2670.667549795,787.790749795,44.01540253572364,-0.5088612562674939,33.984597,4.508861,4.0,44.01540253572364,40.015403,1.2120222661741638,0.1012675,
2021-01-23 09:00:00,737.0,19.0,80.0,0.0,7.0,32.0,6.0,0.0,25.0,5.7,42.0,-6.0,3000.0,0.0,20.0,8.0,4.0,9.0,114.0,11.0,88.0,86.0,1360.0,1180.0,60.0,60.0,0.0,0.0,2552.987749795,660.3042997950001,42.123610354308255,-5.906966194072766,43.87639,9.906966,0.0,42.123610354308255,42.12361,1.1992961308669434,0.1229835,
2021-01-23 10:00:00,737.0,19.0,80.0,0.0,7.0,38.0,5.0,2.0,28.0,6.2,47.0,-4.0,3000.0,0.0,20.0,8.0,2.0,11.0,128.0,12.0,101.0,89.0,1360.0,1180.0,60.0,60.0,0.0,0.0,2847.1872497950003,709.3375497950001,46.73680772378418,-3.744489872362294,42.263192,5.74449,2.0,46.73680772378418,44.736808,1.1258279303906717,0.1137944,
2021-01-23 11:00:00,737.0,19.0,80.0,0.0,7.0,39.0,5.0,3.0,29.2,6.0,49.0,-5.0,3000.0,0.0,20.0,8.0,1.0,12.0,131.0,13.0,103.0,91.0,1360.0,1180.0,60.0,60.0,0.0,0.0,2964.867049795,689.724249795,48.47973917390766,-4.595461408315032,42.520261,5.595461,3.0,48.47973917390766,45.479739,1.0964326176045123,0.1431075,
2021-01-23 12:00:00,737.0,19.0,80.0,0.0,7.0,39.0,5.0,3.0,28.6,6.0,48.0,-5.0,3000.0,0.0,20.0,8.0,2.0,11.0,131.0,13.0,103.0,91.0,1360.0,1180.0,60.0,60.0,0.0,0.0,2906.0271497950002,689.724249795,47.61508484535182,-4.595461408315032,43.384915,6.595461,3.0,47.61508484535182,44.615085,1.0984855791851427,0.1454775,
