Datetime,UNIT_ID,Ctrlmode,IU_TON_Cap,DefrostN,OU1Ta,OU1ThexLiq,OU1Tsh,OU1TLiqPipe,OU1Pc,OU1Pe,OU1Tc,OU1Te,OU1EV1pls,OU1EV2pls,OU1HP,OU1FanStep,OU1TAccIn,OU1INVCur,OU1INVrps,OU1INV2Cur,OU1INV2rps,OU1Td,OU1Fanrps,OU1Fan2rps,OU1INVCopt,OU1INV2Copt,OU1INVCOnOffN,OU1INV2COnOffN,OU1PcMKS,OU1PeMKS,Tc(Rp),Te(Rp),SHdis,SHsuc,TLiq,TCondTPOut,SCLiq(Rp),ModifySC(Rp),RLI(Rp),CCDI
2018-11-20 03:00:00,197.0,19.0,74.0,1.0,16.0,13.0,16.0,11.0,23.2,9.9,39.0,10.0,660.0,0.0,10.0,7.0,13.0,8.0,23.0,0.0,0.0,54.0,750.0,0.0,60.0,0.0,0.0,0.0,2376.468049795,1072.183599795,39.15724672182836,9.494291351226025,14.842753,3.505709,11.0,39.15724672182836,28.157247,1.215915144759354,0.0507606,
2018-11-20 04:00:00,197.0,19.0,74.0,0.0,17.0,14.0,16.0,11.0,23.2,10.3,39.0,11.0,1360.0,0.0,10.0,7.0,16.0,8.0,20.0,0.0,0.0,56.0,750.0,0.0,60.0,0.0,0.0,0.0,2376.468049795,1111.4101997950002,39.15724672182836,10.710802812920974,16.842753,5.289197,11.0,39.15724672182836,28.157247,1.2707917799308839,0.0101664,
2018-11-20 05:00:00,197.0,19.0,144.0,1.0,16.0,15.0,15.0,9.0,26.8,8.9,45.0,7.0,1440.0,0.0,10.0,7.0,10.0,10.0,48.0,0.0,0.0,69.0,750.0,0.0,60.0,0.0,0.0,0.0,2729.507449795,974.1170997950001,44.937479651873446,6.299359427382285,24.06252,3.700641,9.0,44.937479651873446,35.93748,1.2419008300770715,0.0698958,
2018-11-20 06:00:00,197.0,19.0,102.0,0.0,17.0,16.0,16.0,10.0,23.8,9.5,40.0,9.0,1640.0,0.0,10.0,7.0,15.0,9.0,32.0,0.0,0.0,59.0,750.0,0.0,60.0,0.0,0.0,0.0,2435.3079497950002,1032.956999795,40.164114470573566,8.243829250455633,18.835886,6.756171,10.0,40.164114470573566,30.164114,1.3021915445254277,0.0550174,
2018-11-20 08:00:00,197.0,19.0,42.0,1.0,17.0,14.0,18.0,12.0,25.0,10.3,42.0,11.0,760.0,0.0,10.0,7.0,15.0,9.0,25.0,0.0,0.0,62.0,750.0,0.0,60.0,0.0,0.0,0.0,2552.987749795,1111.4101997950002,42.123610354308255,10.710802812920974,19.87639,4.289197,12.0,42.123610354308255,30.12361,1.1990159684527322,0.0410405,
2018-11-20 09:00:00,197.0,19.0,74.0,1.0,16.0,16.0,16.0,12.0,23.8,10.3,40.0,11.0,1680.0,0.0,10.0,7.0,12.0,9.0,30.0,0.0,0.0,57.0,750.0,0.0,60.0,0.0,0.0,0.0,2435.3079497950002,1111.4101997950002,40.164114470573566,10.710802812920974,16.835886,1.289197,12.0,40.164114470573566,28.164114,1.1655347037151944,0.0437709,
2018-11-20 11:00:00,197.0,19.0,74.0,1.0,16.0,14.0,17.0,12.0,25.6,10.3,43.0,11.0,960.0,0.0,10.0,7.0,12.0,9.0,26.0,0.0,0.0,64.0,750.0,0.0,60.0,0.0,0.0,0.0,2611.827649795,1111.4101997950002,43.07764542076404,10.710802812920974,20.922355,1.289197,12.0,43.07764542076404,31.077645,1.147723316303146,0.0398308,
2018-11-20 12:00:00,197.0,19.0,74.0,1.0,15.0,13.0,15.0,11.0,24.4,9.9,41.0,10.0,1520.0,0.0,10.0,7.0,14.0,9.0,27.0,0.0,0.0,62.0,750.0,0.0,60.0,0.0,0.0,0.0,2494.1478497949997,1072.183599795,41.15266006868552,9.494291351226025,20.84734,4.505709,11.0,41.15266006868552,30.15266,1.152948110089343,0.0475612,
2018-11-20 13:00:00,197.0,19.0,74.0,0.0,16.0,1.0,18.0,0.0,13.0,7.7,18.0,2.0,1800.0,0.0,10.0,8.0,16.0,4.0,24.0,0.0,0.0,57.0,800.0,0.0,40.0,0.0,0.0,0.0,1376.1897497950001,856.4372997950001,18.174147792324447,2.128160033334666,38.825852,13.87184,0.0,18.174147792324447,18.174148,8.359205415639876,0.0,
2018-11-21 04:00:00,197.0,19.0,74.0,1.0,14.0,8.0,16.0,7.0,25.0,8.7,42.0,6.0,520.0,0.0,10.0,7.0,13.0,10.0,20.0,0.0,0.0,59.0,750.0,0.0,60.0,0.0,0.0,0.0,2552.987749795,954.503799795,42.123610354308255,5.631561393210063,16.87639,7.368439,7.0,42.123610354308255,35.12361,1.2489011744048508,0.0374996,
2018-11-21 05:00:00,197.0,19.0,144.0,1.0,13.0,13.0,14.0,9.0,25.0,8.9,42.0,7.0,1580.0,0.0,10.0,7.0,11.0,10.0,41.0,0.0,0.0,66.0,750.0,0.0,60.0,0.0,0.0,0.0,2552.987749795,974.1170997950001,42.123610354308255,6.299359427382285,23.87639,4.700641,9.0,42.123610354308255,33.12361,1.1373455968208976,0.0753858,
2018-11-21 06:00:00,197.0,19.0,144.0,1.0,14.0,14.0,14.0,10.0,24.4,9.2,41.0,8.0,1360.0,0.0,10.0,7.0,11.0,9.0,39.0,0.0,0.0,63.0,750.0,0.0,60.0,0.0,0.0,0.0,2494.1478497949997,1003.5370497949999,41.15266006868552,7.2823232153630215,21.84734,3.717677,10.0,41.15266006868552,31.15266,1.1473152140967426,0.0802377,
2018-11-21 07:00:00,197.0,19.0,144.0,1.0,14.0,13.0,14.0,10.0,23.8,9.5,40.0,9.0,1860.0,0.0,10.0,7.0,12.0,9.0,35.0,0.0,0.0,64.0,750.0,0.0,60.0,0.0,0.0,0.0,2435.3079497950002,1032.956999795,40.164114470573566,8.243829250455633,23.835886,3.756171,10.0,40.164114470573566,30.164114,1.1528811354928592,0.0550174,
2018-11-21 08:00:00,197.0,19.0,70.0,0.0,13.0,10.0,13.0,7.0,23.8,8.7,40.0,6.0,1160.0,0.0,10.0,7.0,13.0,9.0,32.0,0.0,0.0,66.0,750.0,0.0,36.0,0.0,0.0,0.0,2435.3079497950002,954.503799795,40.164114470573566,5.631561393210063,25.835886,7.368439,7.0,40.164114470573566,33.164114,1.2208796291123767,0.0396275,
2018-11-22 06:00:00,197.0,19.0,60.0,1.0,14.0,13.0,12.0,12.0,22.7,10.7,38.0,12.0,720.0,480.0,10.0,7.0,12.0,8.0,20.0,0.0,0.0,54.0,750.0,0.0,52.0,0.0,1.0,0.0,2327.434799795,1150.636799795,38.30363455847197,11.895448307885943,15.696365,0.104552,12.0,38.30363455847197,26.303635,1.0822922364437402,0.0039591,
2018-11-22 07:00:00,197.0,19.0,60.0,0.0,12.0,4.0,9.0,-3.0,20.9,6.0,35.0,-5.0,2480.0,0.0,10.0,8.0,10.0,8.0,39.0,0.0,0.0,53.0,800.0,0.0,60.0,0.0,0.0,0.0,2150.915099795,689.724249795,35.11309738715238,-4.595461408315032,17.886903,14.595461,-3.0,35.11309738715238,38.113097,1.6489826682072264,0.0401793,
2018-11-22 08:00:00,197.0,19.0,74.0,1.0,13.0,10.0,15.0,9.0,26.2,9.2,44.0,8.0,540.0,0.0,10.0,7.0,12.0,10.0,22.0,0.0,0.0,66.0,750.0,0.0,60.0,0.0,0.0,0.0,2670.667549795,1003.5370497949999,44.01540253572364,7.2823232153630215,21.984597,4.717677,9.0,44.01540253572364,35.015403,1.1289681944211154,0.046761,
2018-11-22 09:00:00,197.0,19.0,74.0,0.0,12.0,11.0,12.0,9.0,23.8,9.2,40.0,8.0,1680.0,0.0,10.0,7.0,10.0,9.0,23.0,0.0,0.0,61.0,750.0,0.0,60.0,0.0,0.0,0.0,2435.3079497950002,1003.5370497949999,40.164114470573566,7.2823232153630215,20.835886,2.717677,9.0,40.164114470573566,31.164114,1.1065185107297053,0.0522379,
2018-11-22 10:00:00,197.0,19.0,74.0,1.0,12.0,10.0,15.0,8.0,26.8,8.9,45.0,7.0,320.0,0.0,10.0,7.0,9.0,10.0,26.0,0.0,0.0,69.0,750.0,0.0,60.0,0.0,0.0,0.0,2729.507449795,974.1170997950001,44.937479651873446,6.299359427382285,24.06252,2.700641,8.0,44.937479651873446,36.93748,1.1214422108310598,0.0440146,
2018-11-22 11:00:00,197.0,19.0,74.0,1.0,11.0,10.0,14.0,8.0,23.2,8.9,39.0,7.0,600.0,0.0,10.0,7.0,10.0,9.0,22.0,0.0,0.0,55.0,750.0,0.0,60.0,0.0,0.0,0.0,2376.468049795,974.1170997950001,39.15724672182836,6.299359427382285,15.842753,3.700641,8.0,39.15724672182836,31.157247,1.1065445179285214,0.0517575,
2018-11-22 12:00:00,197.0,19.0,74.0,0.0,12.0,1.0,15.0,7.0,9.9,3.0,10.0,-21.0,940.0,0.0,10.0,8.0,7.0,4.0,21.0,0.0,0.0,56.0,800.0,0.0,60.0,0.0,0.0,0.0,1072.183599795,395.524749795,9.494291351226025,-20.342277661148245,46.505709,27.342278,7.0,9.494291351226025,2.494291,0.0,0.9164015,
2018-11-22 13:00:00,197.0,19.0,74.0,1.0,10.0,8.0,13.0,7.0,24.4,8.7,41.0,6.0,460.0,0.0,10.0,7.0,9.0,9.0,22.0,0.0,0.0,60.0,750.0,0.0,59.0,0.0,0.0,0.0,2494.1478497949997,954.503799795,41.15266006868552,5.631561393210063,18.84734,3.368439,7.0,41.15266006868552,34.15266,1.0962999604110872,0.0385247,
2018-11-23 02:00:00,197.0,19.0,74.0,0.0,13.0,10.0,14.0,9.0,23.8,9.2,40.0,8.0,600.0,0.0,10.0,7.0,11.0,9.0,23.0,0.0,0.0,59.0,750.0,0.0,60.0,0.0,0.0,0.0,2435.3079497950002,1003.5370497949999,40.164114470573566,7.2823232153630215,18.835886,3.717677,9.0,40.164114470573566,31.164114,1.1472530803004666,0.0522379,
2018-11-23 03:00:00,197.0,19.0,130.0,1.0,13.0,15.0,14.0,7.0,28.0,8.2,47.0,4.0,1120.0,0.0,10.0,7.0,8.0,11.0,54.0,0.0,0.0,75.0,750.0,0.0,60.0,0.0,0.0,0.0,2847.1872497950003,905.4705497949999,46.73680772378418,3.9156327252940173,28.263192,4.084367,7.0,46.73680772378418,39.736808,1.177847303317494,0.072029,
2018-11-23 05:00:00,197.0,19.0,56.0,1.0,16.0,14.0,18.0,11.0,25.6,9.9,43.0,10.0,480.0,0.0,10.0,7.0,12.0,9.0,25.0,0.0,0.0,64.0,750.0,0.0,60.0,0.0,0.0,0.0,2611.827649795,1072.183599795,43.07764542076404,9.494291351226025,20.922355,2.505709,11.0,43.07764542076404,32.077645,1.184654149263724,0.044835,
2018-11-23 06:00:00,197.0,19.0,130.0,1.0,16.0,13.0,15.0,10.0,24.4,9.5,41.0,9.0,1380.0,0.0,10.0,7.0,10.0,9.0,33.0,0.0,0.0,63.0,750.0,0.0,60.0,0.0,0.0,0.0,2494.1478497949997,1032.956999795,41.15266006868552,8.243829250455633,21.84734,1.756171,10.0,41.15266006868552,31.15266,1.2385433554514713,0.0533647,
2018-11-23 07:00:00,197.0,19.0,56.0,0.0,15.0,10.0,14.0,7.0,23.8,8.9,40.0,7.0,1020.0,0.0,10.0,7.0,14.0,9.0,23.0,0.0,0.0,59.0,750.0,0.0,60.0,0.0,0.0,0.0,2435.3079497950002,974.1170997950001,40.164114470573566,6.299359427382285,18.835886,7.700641,7.0,40.164114470573566,33.164114,1.3179130161238728,0.0206894,
2018-11-23 08:00:00,197.0,19.0,56.0,1.0,14.0,12.0,17.0,10.0,26.2,9.5,44.0,9.0,460.0,0.0,10.0,7.0,11.0,10.0,26.0,0.0,0.0,66.0,750.0,0.0,60.0,0.0,0.0,0.0,2670.667549795,1032.956999795,44.01540253572364,8.243829250455633,21.984597,2.756171,10.0,44.01540253572364,34.015403,1.133264928215294,0.049094,
2018-11-23 09:00:00,197.0,19.0,130.0,1.0,13.0,11.0,13.0,8.0,23.8,8.9,40.0,7.0,1300.0,0.0,10.0,7.0,8.0,9.0,32.0,0.0,0.0,62.0,750.0,0.0,60.0,0.0,0.0,0.0,2435.3079497950002,974.1170997950001,40.164114470573566,6.299359427382285,21.835886,1.700641,8.0,40.164114470573566,32.164114,1.1840663547064216,0.0502186,
2018-11-23 10:00:00,197.0,19.0,130.0,0.0,13.0,7.0,12.0,-1.0,24.4,6.7,41.0,-2.0,1000.0,0.0,10.0,8.0,10.0,10.0,41.0,0.0,0.0,62.0,800.0,0.0,60.0,0.0,0.0,0.0,2494.1478497949997,758.3707997950002,41.15266006868552,-1.6923850735155952,20.84734,11.692385,-1.0,41.15266006868552,42.15266,1.4972887072538774,0.0161602,
2018-11-23 11:00:00,197.0,19.0,79.0,1.0,12.0,11.0,14.0,8.0,25.0,8.7,42.0,6.0,800.0,0.0,10.0,7.0,8.0,10.0,33.0,0.0,0.0,67.0,750.0,0.0,60.0,0.0,0.0,0.0,2552.987749795,954.503799795,42.123610354308255,5.631561393210063,24.87639,2.368439,8.0,42.123610354308255,34.12361,1.132786196562912,0.0649029,
2018-11-23 12:00:00,197.0,19.0,79.0,1.0,12.0,11.0,14.0,8.0,24.4,8.9,41.0,7.0,680.0,0.0,10.0,7.0,8.0,9.0,30.0,0.0,0.0,63.0,750.0,0.0,60.0,0.0,0.0,0.0,2494.1478497949997,974.1170997950001,41.15266006868552,6.299359427382285,21.84734,1.700641,8.0,41.15266006868552,33.15266,1.1372087460248987,0.0487942,
2018-11-24 02:00:00,197.0,19.0,74.0,0.0,16.0,14.0,17.0,12.0,22.7,10.7,38.0,12.0,840.0,0.0,10.0,7.0,15.0,8.0,20.0,0.0,0.0,57.0,750.0,0.0,21.0,0.0,0.0,0.0,2327.434799795,1150.636799795,38.30363455847197,11.895448307885943,18.696365,3.104552,12.0,38.30363455847197,26.303635,1.1793429869486738,0.0039591,
2018-11-24 03:00:00,197.0,19.0,74.0,0.0,20.0,20.0,20.0,19.0,22.1,13.0,37.0,18.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,21.0,0.0,1.0,0.0,2268.5948997950004,1376.1897497950001,37.26111536149989,18.174147792324447,0.0,1.825852,19.0,37.26111536149989,18.261115,1.0579336628924085,0.0432679,
2018-11-24 04:00:00,197.0,19.0,37.0,1.0,23.0,21.0,21.0,20.0,22.1,13.8,37.0,20.0,0.0,0.0,10.0,0.0,22.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,23.0,0.0,2.0,0.0,2268.5948997950004,1454.642949795,37.26111536149989,20.176282018660913,0.0,1.823718,20.0,37.26111536149989,17.261115,1.2103622025665033,0.0,
2018-11-24 08:00:00,197.0,19.0,14.0,1.0,19.0,18.0,20.0,18.0,22.7,12.6,38.0,17.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,35.0,0.0,2.0,0.0,2327.434799795,1336.963149795,38.30363455847197,17.140780261453244,0.0,2.85922,18.0,38.30363455847197,20.303635,1.0518037387466574,0.0406004,
2018-12-04 05:00:00,197.0,19.0,144.0,1.0,13.0,11.0,14.0,9.0,20.3,8.9,34.0,7.0,1120.0,0.0,10.0,7.0,12.0,7.0,32.0,0.0,0.0,54.0,750.0,0.0,60.0,0.0,0.0,0.0,2092.075199795,974.1170997950001,34.00562152346981,6.299359427382285,19.994378,5.700641,9.0,34.00562152346981,25.005622,1.190425237932662,0.097474,
2018-12-04 06:00:00,197.0,19.0,93.0,0.0,13.0,9.0,13.0,5.0,23.2,7.9,39.0,3.0,1300.0,0.0,10.0,7.0,12.0,9.0,38.0,0.0,0.0,66.0,790.0,0.0,60.0,0.0,0.0,0.0,2376.468049795,876.050599795,39.15724672182836,2.852183332954155,26.842753,9.147817,5.0,39.15724672182836,34.157247,1.3058425973975158,0.0591603,
2018-12-04 07:00:00,197.0,19.0,84.0,1.0,12.0,12.0,13.0,8.0,26.2,8.9,44.0,7.0,1080.0,0.0,10.0,7.0,9.0,10.0,35.0,0.0,0.0,69.0,750.0,0.0,60.0,0.0,0.0,0.0,2670.667549795,974.1170997950001,44.01540253572364,6.299359427382285,24.984597,2.700641,8.0,44.01540253572364,36.015403,1.1249398772922832,0.0450906,
