Datetime,UNIT_ID,Ctrlmode,IU_TON_Cap,OU1Ta,OU1ThexLiq,OU1Tsh,OU1TLiqPipe,OU1Pc,OU1Pe,OU1Tc,OU1Te,OU1EV1pls,OU1EV2pls,OU1HP,OU1FanStep,OU1TAccIn,OU1INVCur,OU1INVrps,OU1INV2Cur,OU1INV2rps,OU1Td,OU1Fanrps,OU1Fan2rps,OU1INVCopt,OU1INV2Copt,OU1INVCOnOffN,OU1INV2COnOffN,DefrostN,OU1PcMKS,OU1PeMKS,Tc(Rp),Te(Rp),SHdis,SHsuc,TLiq,TCondTPOut,SCLiq(Rp),ModifySC(Rp),RLI(Rp),CCDI
2021-01-30 16:00:00,730.0,19.0,14.0,12.0,18.0,12.0,10.0,27.4,9.5,46.0,9.0,3000.0,0.0,20.0,7.0,12.0,8.0,40.0,0.0,0.0,65.0,940.0,910.0,60.0,0.0,0.0,0.0,0.0,2788.347349795,1032.956999795,45.84443855943209,8.243829250455633,19.155561,3.756171,10.0,45.84443855943209,35.844439,1.0590939169239233,0.0467059,
2021-01-30 17:00:00,730.0,19.0,14.0,11.0,17.0,11.0,9.0,27.4,9.2,46.0,8.0,3000.0,0.0,20.0,7.0,11.0,8.0,41.0,0.0,0.0,65.0,940.0,910.0,17.0,0.0,0.0,0.0,0.0,2788.347349795,1003.5370497949999,45.84443855943209,7.2823232153630215,19.155561,3.717677,9.0,45.84443855943209,36.844439,1.057397981521689,0.0445431,
2021-01-31 10:00:00,730.0,19.0,7.1,11.0,24.0,12.0,9.0,27.4,9.2,46.0,8.0,1900.0,0.0,20.0,7.0,11.0,8.0,45.0,0.0,0.0,64.0,940.0,910.0,60.0,12.0,0.0,2.0,1.0,2788.347349795,1003.5370497949999,45.84443855943209,7.2823232153630215,18.155561,3.717677,9.0,45.84443855943209,36.844439,1.057397981521689,0.0445431,
2021-01-31 11:00:00,730.0,19.0,7.1,12.0,31.0,13.0,9.0,26.8,9.2,45.0,8.0,1240.0,0.0,20.0,7.0,12.0,8.0,42.0,0.0,0.0,63.0,940.0,910.0,60.0,0.0,0.0,0.0,0.0,2729.507449795,1003.5370497949999,44.937479651873446,7.2823232153630215,18.06252,4.717677,9.0,44.937479651873446,35.93748,1.0910816607656233,0.045616,
2021-01-31 12:00:00,730.0,19.0,7.1,12.0,24.0,13.0,10.0,27.4,9.9,46.0,10.0,1700.0,0.0,20.0,7.0,13.0,8.0,37.0,0.0,0.0,64.0,940.0,910.0,56.0,1.0,1.0,1.0,0.0,2788.347349795,1072.183599795,45.84443855943209,9.494291351226025,18.155561,3.505709,10.0,45.84443855943209,35.844439,1.0590939169239233,0.0139121,
2021-01-31 13:00:00,730.0,19.0,7.1,13.0,20.0,13.0,10.0,27.4,9.9,46.0,10.0,2620.0,0.0,20.0,7.0,14.0,8.0,39.0,0.0,0.0,65.0,940.0,910.0,52.0,2.0,2.0,2.0,0.0,2788.347349795,1072.183599795,45.84443855943209,9.494291351226025,19.155561,4.505709,10.0,45.84443855943209,35.844439,1.0913396779530695,0.0139121,
2021-01-31 14:00:00,730.0,19.0,7.1,13.0,26.0,12.0,7.0,27.4,8.9,46.0,7.0,1380.0,0.0,20.0,7.0,13.0,8.0,44.0,0.0,0.0,73.0,940.0,910.0,60.0,11.0,0.0,2.0,1.0,2788.347349795,974.1170997950001,45.84443855943209,6.299359427382285,27.155561,6.700641,7.0,45.84443855943209,38.844439,1.1826793424923643,0.0177175,
2021-01-31 15:00:00,730.0,19.0,7.1,14.0,22.0,13.0,9.0,27.4,9.5,46.0,9.0,1520.0,0.0,20.0,7.0,14.0,8.0,33.0,0.0,0.0,64.0,940.0,910.0,42.0,1.0,1.0,2.0,0.0,2788.347349795,1032.956999795,45.84443855943209,8.243829250455633,18.155561,5.756171,9.0,45.84443855943209,36.844439,1.157013301749261,0.0201106,
2021-01-31 16:00:00,730.0,19.0,7.1,14.0,25.0,13.0,-1.0,23.8,7.0,40.0,-1.0,1560.0,0.0,20.0,8.0,12.0,7.0,28.0,9.0,21.0,56.0,1360.0,1180.0,33.0,7.0,1.0,1.0,0.0,2435.3079497950002,787.790749795,40.164114470573566,-0.5088612562674939,15.835886,12.508861,-1.0,40.164114470573566,41.164114,1.5733043075582296,0.0,
2021-01-31 17:00:00,730.0,19.0,7.1,13.0,17.0,10.0,-3.0,26.8,5.7,45.0,-6.0,1740.0,0.0,20.0,8.0,12.0,8.0,62.0,0.0,0.0,67.0,1360.0,1180.0,3.0,0.0,0.0,0.0,0.0,2729.507449795,660.3042997950001,44.937479651873446,-5.906966194072766,22.06252,17.906966,-3.0,44.937479651873446,47.93748,1.5009788036667446,0.0571737,
2021-02-01 10:00:00,730.0,19.0,21.1,9.0,20.0,8.0,5.0,28.0,8.2,47.0,4.0,2960.0,0.0,20.0,7.0,9.0,8.0,30.0,11.0,23.0,70.0,1140.0,1110.0,60.0,57.0,0.0,2.0,1.0,2847.1872497950003,905.4705497949999,46.73680772378418,3.9156327252940173,23.263192,5.084367,5.0,46.73680772378418,41.736808,1.105997314491834,0.0253232,
2021-02-01 11:00:00,730.0,19.0,21.1,9.0,22.0,6.0,-4.0,26.8,5.2,45.0,-8.0,3000.0,0.0,20.0,8.0,7.0,8.0,61.0,11.0,43.0,78.0,1360.0,1180.0,60.0,5.0,0.0,0.0,0.0,2729.507449795,611.2710497950001,44.937479651873446,-8.194839855873624,33.06252,15.19484,-4.0,44.937479651873446,48.93748,1.3617393449417607,0.0789508,
2021-02-01 12:00:00,730.0,19.0,14.0,10.0,19.0,10.0,7.0,27.4,8.9,46.0,7.0,2180.0,0.0,20.0,7.0,10.0,8.0,42.0,0.0,0.0,65.0,940.0,910.0,55.0,1.0,1.0,1.0,0.0,2788.347349795,974.1170997950001,45.84443855943209,6.299359427382285,19.155561,3.700641,7.0,45.84443855943209,38.844439,1.0836950043336218,0.0177175,
2021-02-01 13:00:00,730.0,19.0,14.0,10.0,17.0,10.0,8.0,26.8,8.9,45.0,7.0,2740.0,0.0,20.0,7.0,11.0,8.0,42.0,0.0,0.0,65.0,940.0,910.0,60.0,0.0,0.0,0.0,0.0,2729.507449795,974.1170997950001,44.937479651873446,6.299359427382285,20.06252,4.700641,8.0,44.937479651873446,36.93748,1.0572451238055836,0.0440146,
2021-02-01 14:00:00,730.0,19.0,14.0,10.0,17.0,10.0,8.0,27.4,8.9,46.0,7.0,2920.0,0.0,20.0,7.0,10.0,8.0,42.0,0.0,0.0,65.0,940.0,910.0,55.0,12.0,1.0,3.0,1.0,2788.347349795,974.1170997950001,45.84443855943209,6.299359427382285,19.155561,3.700641,8.0,45.84443855943209,37.844439,1.0557966736527842,0.0430051,
2021-02-01 15:00:00,730.0,19.0,14.0,11.0,26.0,11.0,8.0,28.0,9.2,47.0,8.0,1220.0,0.0,20.0,7.0,11.0,8.0,37.0,0.0,0.0,66.0,940.0,910.0,45.0,1.0,2.0,1.0,0.0,2847.1872497950003,1003.5370497949999,46.73680772378418,7.2823232153630215,19.263192,3.717677,8.0,46.73680772378418,38.736808,1.0839470693466335,0.01819,
2021-02-01 16:00:00,730.0,19.0,14.0,10.0,15.0,10.0,8.0,26.8,8.9,45.0,7.0,2460.0,0.0,20.0,7.0,10.0,8.0,36.0,0.0,0.0,66.0,940.0,910.0,53.0,0.0,1.0,0.0,0.0,2729.507449795,974.1170997950001,44.937479651873446,6.299359427382285,21.06252,3.700641,8.0,44.937479651873446,36.93748,1.0572451238055836,0.0440146,
2021-02-01 17:00:00,730.0,19.0,14.0,9.0,15.0,9.0,6.0,26.8,8.7,45.0,6.0,2920.0,0.0,20.0,7.0,9.0,8.0,42.0,0.0,0.0,66.0,940.0,910.0,55.0,1.0,1.0,1.0,0.0,2729.507449795,954.503799795,44.937479651873446,5.631561393210063,21.06252,3.368439,6.0,44.937479651873446,38.93748,1.083478317822718,0.0093736,
2021-02-01 18:00:00,730.0,19.0,14.0,8.0,14.0,8.0,6.0,26.8,8.4,45.0,5.0,3000.0,0.0,20.0,7.0,9.0,8.0,42.0,0.0,0.0,67.0,940.0,910.0,60.0,0.0,0.0,0.0,0.0,2729.507449795,925.083849795,44.937479651873446,4.610211269363276,22.06252,4.389789,6.0,44.937479651873446,38.93748,1.0541455553268946,0.0344628,
2021-02-01 19:00:00,730.0,19.0,14.0,9.0,14.0,8.0,6.0,26.8,8.4,45.0,5.0,3000.0,0.0,20.0,7.0,9.0,8.0,41.0,0.0,0.0,67.0,940.0,910.0,60.0,18.0,0.0,2.0,1.0,2729.507449795,925.083849795,44.937479651873446,4.610211269363276,22.06252,4.389789,6.0,44.937479651873446,38.93748,1.083478317822718,0.0344628,
2021-02-01 20:00:00,730.0,19.0,14.0,8.0,19.0,9.0,7.0,26.8,8.7,45.0,6.0,1920.0,0.0,20.0,7.0,9.0,8.0,41.0,0.0,0.0,63.0,940.0,910.0,60.0,0.0,0.0,0.0,0.0,2729.507449795,954.503799795,44.937479651873446,5.631561393210063,18.06252,3.368439,7.0,44.937479651873446,37.93748,1.0270727823758228,0.0348151,
2021-02-01 21:00:00,730.0,19.0,14.0,9.0,17.0,9.0,7.0,27.4,8.7,46.0,6.0,2300.0,0.0,20.0,7.0,9.0,8.0,41.0,0.0,0.0,66.0,940.0,910.0,60.0,0.0,0.0,0.0,0.0,2788.347349795,954.503799795,45.84443855943209,5.631561393210063,20.155561,3.368439,7.0,45.84443855943209,38.844439,1.0542822884203216,0.0340299,
2021-02-01 22:00:00,730.0,19.0,14.0,8.0,16.0,9.0,6.0,26.8,8.7,45.0,6.0,2560.0,0.0,20.0,7.0,9.0,8.0,42.0,0.0,0.0,66.0,940.0,910.0,60.0,14.0,0.0,2.0,1.0,2729.507449795,954.503799795,44.937479651873446,5.631561393210063,21.06252,3.368439,6.0,44.937479651873446,38.93748,1.0541455553268946,0.0093736,
2021-02-01 23:00:00,730.0,19.0,14.0,8.0,30.0,8.0,6.0,28.6,8.4,48.0,5.0,1620.0,0.0,20.0,7.0,9.0,9.0,26.0,12.0,20.0,76.0,940.0,910.0,60.0,4.0,0.0,0.0,0.0,2906.0271497950002,925.083849795,47.61508484535182,4.610211269363276,28.384915,4.389789,6.0,47.61508484535182,41.615085,1.0504858228236977,0.032317,
2021-02-02 00:00:00,730.0,19.0,14.0,8.0,27.0,9.0,6.0,26.8,8.7,45.0,6.0,1320.0,0.0,20.0,7.0,8.0,8.0,46.0,0.0,0.0,65.0,940.0,910.0,60.0,0.0,0.0,0.0,0.0,2729.507449795,954.503799795,44.937479651873446,5.631561393210063,20.06252,2.368439,6.0,44.937479651873446,38.93748,1.0541455553268946,0.0093736,
2021-02-02 01:00:00,730.0,19.0,14.0,8.0,31.0,9.0,6.0,27.4,8.4,46.0,5.0,1220.0,0.0,20.0,7.0,8.0,8.0,48.0,0.0,0.0,67.0,940.0,910.0,60.0,0.0,0.0,0.0,0.0,2788.347349795,925.083849795,45.84443855943209,4.610211269363276,21.155561,3.389789,6.0,45.84443855943209,39.844439,1.052847935303018,0.0337047,
2021-02-02 02:00:00,730.0,19.0,14.0,6.0,33.0,8.0,4.0,27.4,7.9,46.0,3.0,1060.0,0.0,20.0,7.0,6.0,8.0,51.0,0.0,0.0,69.0,940.0,910.0,60.0,13.0,0.0,2.0,1.0,2788.347349795,876.050599795,45.84443855943209,2.852183332954155,23.155561,3.147817,4.0,45.84443855943209,41.844439,1.0501952220404538,0.0266982,
2021-02-02 03:00:00,730.0,19.0,14.0,6.0,32.0,8.0,4.0,26.8,7.9,45.0,3.0,1120.0,0.0,20.0,7.0,7.0,8.0,51.0,0.0,0.0,67.0,940.0,910.0,60.0,0.0,0.0,0.0,0.0,2729.507449795,876.050599795,44.937479651873446,2.852183332954155,22.06252,4.147817,4.0,44.937479651873446,40.93748,1.0513644017539878,0.0272736,
2021-02-02 04:00:00,730.0,19.0,14.0,6.0,31.0,8.0,4.0,27.4,7.9,46.0,3.0,1180.0,0.0,20.0,7.0,7.0,8.0,52.0,0.0,0.0,68.0,940.0,910.0,60.0,0.0,0.0,0.0,0.0,2788.347349795,876.050599795,45.84443855943209,2.852183332954155,22.155561,4.147817,4.0,45.84443855943209,41.844439,1.0501952220404538,0.0266982,
2021-02-02 05:00:00,730.0,19.0,14.0,6.0,31.0,7.0,4.0,27.4,7.9,46.0,3.0,1160.0,0.0,20.0,7.0,6.0,8.0,52.0,0.0,0.0,68.0,940.0,910.0,60.0,17.0,0.0,2.0,1.0,2788.347349795,876.050599795,45.84443855943209,2.852183332954155,22.155561,3.147817,4.0,45.84443855943209,41.844439,1.0501952220404538,0.0266982,
2021-02-02 06:00:00,730.0,19.0,14.0,6.0,30.0,6.0,4.0,27.4,7.9,46.0,3.0,1260.0,0.0,20.0,7.0,5.0,8.0,26.0,11.0,20.0,72.0,1140.0,1110.0,60.0,5.0,0.0,0.0,0.0,2788.347349795,876.050599795,45.84443855943209,2.852183332954155,26.155561,2.147817,4.0,45.84443855943209,41.844439,1.0501952220404538,0.0266982,
2021-02-02 07:00:00,730.0,19.0,14.0,5.0,31.0,6.0,3.0,27.4,7.9,46.0,3.0,1160.0,0.0,20.0,7.0,6.0,8.0,53.0,0.0,0.0,67.0,1140.0,1110.0,60.0,0.0,0.0,0.0,0.0,2788.347349795,876.050599795,45.84443855943209,2.852183332954155,21.155561,3.147817,3.0,45.84443855943209,42.844439,1.0489662855239825,0.0034382,
2021-02-02 08:00:00,730.0,19.0,14.0,6.0,31.0,7.0,4.0,28.0,7.9,47.0,3.0,1120.0,0.0,20.0,7.0,6.0,8.0,48.0,0.0,0.0,68.0,1140.0,1110.0,7.0,5.0,1.0,2.0,0.0,2847.1872497950003,876.050599795,46.73680772378418,2.852183332954155,21.263192,3.147817,4.0,46.73680772378418,42.736808,1.049095655451866,0.0261553,
2021-02-02 10:00:00,730.0,19.0,7.1,8.0,18.0,8.0,5.0,27.4,8.4,46.0,5.0,2360.0,0.0,20.0,7.0,8.0,8.0,46.0,0.0,0.0,65.0,940.0,910.0,60.0,3.0,0.0,1.0,0.0,2788.347349795,925.083849795,45.84443855943209,4.610211269363276,19.155561,3.389789,5.0,45.84443855943209,40.844439,1.0792718971337523,0.009453,
2021-02-02 11:00:00,730.0,19.0,21.1,7.0,25.0,8.0,4.0,26.2,7.7,44.0,2.0,2140.0,0.0,20.0,7.0,7.0,8.0,37.0,10.0,28.0,63.0,940.0,910.0,60.0,35.0,0.0,2.0,1.0,2670.667549795,856.4372997950001,44.01540253572364,2.128160033334666,18.984597,4.87184,4.0,44.01540253572364,40.015403,1.0810473548512962,0.0446876,
2021-02-02 12:00:00,730.0,19.0,14.2,9.0,29.0,9.0,7.0,26.8,8.4,45.0,5.0,1680.0,0.0,20.0,7.0,7.0,8.0,62.0,0.0,0.0,72.0,940.0,910.0,60.0,0.0,0.0,0.0,0.0,2729.507449795,925.083849795,44.937479651873446,4.610211269363276,27.06252,2.389789,7.0,44.937479651873446,37.93748,1.0556522151108139,0.0592599,
2021-02-02 13:00:00,730.0,19.0,7.1,9.0,24.0,10.0,7.0,27.4,8.7,46.0,6.0,1540.0,0.0,20.0,7.0,10.0,8.0,41.0,0.0,0.0,66.0,940.0,910.0,60.0,3.0,0.0,1.0,0.0,2788.347349795,954.503799795,45.84443855943209,5.631561393210063,20.155561,4.368439,7.0,45.84443855943209,38.844439,1.0542822884203216,0.0340299,
2021-02-02 14:00:00,730.0,19.0,19.6,8.0,18.0,8.0,1.0,26.2,7.0,44.0,-1.0,3000.0,0.0,20.0,7.0,8.0,8.0,41.0,10.0,30.0,63.0,1140.0,1110.0,60.0,25.0,0.0,0.0,0.0,2670.667549795,787.790749795,44.01540253572364,-0.5088612562674939,18.984597,8.508861,1.0,44.01540253572364,43.015403,1.1943613002057403,0.0338885,
2021-02-02 15:00:00,730.0,19.0,7.1,10.0,18.0,10.0,7.0,26.8,8.9,45.0,7.0,3000.0,0.0,20.0,7.0,10.0,8.0,52.0,0.0,0.0,68.0,940.0,910.0,60.0,13.0,0.0,1.0,0.0,2729.507449795,974.1170997950001,44.937479651873446,6.299359427382285,23.06252,3.700641,7.0,44.937479651873446,37.93748,1.0858676807262395,0.0181334,
2021-02-02 16:00:00,730.0,19.0,21.1,8.0,21.0,8.0,6.0,26.8,8.4,45.0,5.0,2960.0,0.0,20.0,7.0,7.0,8.0,70.0,0.0,0.0,69.0,940.0,910.0,60.0,32.0,0.0,2.0,1.0,2729.507449795,925.083849795,44.937479651873446,4.610211269363276,24.06252,2.389789,6.0,44.937479651873446,38.93748,1.0541455553268946,0.0344628,
2021-02-02 17:00:00,730.0,19.0,21.1,8.0,18.0,8.0,4.0,27.4,7.9,46.0,3.0,3000.0,0.0,20.0,7.0,8.0,8.0,33.0,11.0,24.0,68.0,1140.0,1110.0,60.0,6.0,0.0,0.0,0.0,2788.347349795,876.050599795,45.84443855943209,2.852183332954155,22.155561,5.147817,4.0,45.84443855943209,41.844439,1.1056958589644865,0.0266982,
2021-02-02 18:00:00,730.0,19.0,7.1,7.0,27.0,8.0,5.0,26.8,8.2,45.0,4.0,1200.0,0.0,20.0,7.0,8.0,8.0,41.0,0.0,0.0,66.0,940.0,910.0,60.0,0.0,0.0,0.0,0.0,2729.507449795,905.4705497949999,44.937479651873446,3.9156327252940173,21.06252,4.084367,5.0,44.937479651873446,39.93748,1.0527183241079587,0.0264339,
2021-02-02 19:00:00,730.0,19.0,7.1,6.0,31.0,7.0,4.0,26.8,7.9,45.0,3.0,1040.0,0.0,20.0,7.0,7.0,8.0,47.0,0.0,0.0,66.0,940.0,910.0,60.0,0.0,0.0,0.0,0.0,2729.507449795,876.050599795,44.937479651873446,2.852183332954155,21.06252,4.147817,4.0,44.937479651873446,40.93748,1.0513644017539878,0.0272736,
2021-02-02 21:00:00,730.0,19.0,7.1,5.0,29.0,6.0,3.0,26.8,7.7,45.0,2.0,1000.0,0.0,20.0,7.0,6.0,8.0,43.0,0.0,0.0,66.0,1140.0,1110.0,60.0,0.0,0.0,0.0,0.0,2729.507449795,856.4372997950001,44.937479651873446,2.128160033334666,21.06252,3.87184,3.0,44.937479651873446,41.93748,1.050078281492977,0.0203657,
2021-02-02 22:00:00,730.0,19.0,7.1,5.0,14.0,5.0,3.0,27.4,7.7,46.0,2.0,2340.0,0.0,20.0,7.0,6.0,8.0,41.0,0.0,0.0,67.0,1140.0,1110.0,60.0,0.0,0.0,0.0,0.0,2788.347349795,856.4372997950001,45.84443855943209,2.128160033334666,21.155561,3.87184,3.0,45.84443855943209,42.844439,1.0489662855239825,0.0199431,
2021-02-02 23:00:00,730.0,19.0,7.1,5.0,13.0,5.0,4.0,26.8,7.9,45.0,3.0,2980.0,0.0,20.0,7.0,6.0,8.0,44.0,0.0,0.0,66.0,1140.0,1110.0,55.0,0.0,0.0,0.0,0.0,2729.507449795,876.050599795,44.937479651873446,2.852183332954155,21.06252,3.147817,4.0,44.937479651873446,40.93748,1.0250391451048826,0.0272736,
2021-02-03 10:00:00,730.0,19.0,14.0,9.0,27.0,8.0,2.0,25.0,7.2,42.0,0.0,1040.0,0.0,20.0,7.0,9.0,8.0,62.0,0.0,0.0,61.0,1140.0,1110.0,60.0,10.0,0.0,2.0,1.0,2552.987749795,807.4040497950001,42.123610354308255,0.2617237001121566,18.87639,8.738276,2.0,42.123610354308255,40.12361,1.2113296096293829,0.0415241,
2021-02-03 11:00:00,730.0,19.0,14.0,10.0,21.0,10.0,7.0,26.8,8.7,45.0,6.0,1900.0,0.0,20.0,7.0,10.0,8.0,42.0,0.0,0.0,64.0,940.0,910.0,60.0,0.0,0.0,0.0,0.0,2729.507449795,954.503799795,44.937479651873446,5.631561393210063,19.06252,4.368439,7.0,44.937479651873446,37.93748,1.0858676807262395,0.0348151,
2021-02-03 12:00:00,730.0,19.0,14.0,10.0,20.0,11.0,9.0,26.8,9.2,45.0,8.0,2260.0,0.0,20.0,7.0,11.0,8.0,41.0,0.0,0.0,64.0,940.0,910.0,60.0,43.0,0.0,2.0,0.0,2729.507449795,1003.5370497949999,44.937479651873446,7.2823232153630215,19.06252,3.717677,9.0,44.937479651873446,35.93748,1.0286225668849278,0.045616,
2021-02-03 13:00:00,730.0,19.0,7.1,11.0,21.0,11.0,8.0,27.4,8.9,46.0,7.0,2100.0,0.0,20.0,7.0,11.0,8.0,48.0,0.0,0.0,67.0,940.0,910.0,60.0,0.0,0.0,0.0,0.0,2788.347349795,974.1170997950001,45.84443855943209,6.299359427382285,21.155561,4.700641,8.0,45.84443855943209,37.844439,1.0860969659606077,0.0430051,
2021-02-03 14:00:00,730.0,19.0,7.1,12.0,24.0,12.0,10.0,25.6,9.5,43.0,9.0,1500.0,0.0,20.0,7.0,12.0,8.0,38.0,0.0,0.0,63.0,940.0,910.0,60.0,10.0,0.0,2.0,1.0,2611.827649795,1032.956999795,43.07764542076404,8.243829250455633,19.922355,3.756171,10.0,43.07764542076404,33.077645,1.0643549262551173,0.0504157,
2021-02-03 15:00:00,730.0,19.0,21.1,9.0,23.0,8.0,-2.0,27.4,5.7,46.0,-6.0,3000.0,0.0,20.0,8.0,8.0,9.0,70.0,11.0,49.0,71.0,1360.0,1180.0,60.0,8.0,0.0,0.0,0.0,2788.347349795,660.3042997950001,45.84443855943209,-5.906966194072766,25.155561,13.906966,-2.0,45.84443855943209,47.844439,1.2985525325029532,0.0754949,
2021-02-03 16:00:00,730.0,19.0,21.1,11.0,27.0,12.0,9.0,26.8,9.2,45.0,8.0,1740.0,0.0,20.0,7.0,11.0,8.0,52.0,0.0,0.0,64.0,940.0,910.0,60.0,0.0,0.0,0.0,0.0,2729.507449795,1003.5370497949999,44.937479651873446,7.2823232153630215,19.06252,3.717677,9.0,44.937479651873446,35.93748,1.0589319056288893,0.045616,
2021-02-03 17:00:00,730.0,19.0,14.0,12.0,22.0,12.0,9.0,27.4,9.5,46.0,9.0,1680.0,0.0,20.0,7.0,12.0,8.0,34.0,0.0,0.0,65.0,940.0,910.0,11.0,0.0,0.0,0.0,0.0,2788.347349795,1032.956999795,45.84443855943209,8.243829250455633,19.155561,3.756171,9.0,45.84443855943209,36.844439,1.0886408688771656,0.0201106,
2021-02-04 16:00:00,730.0,19.0,14.0,11.0,23.0,11.0,9.0,27.4,9.2,46.0,8.0,1360.0,0.0,20.0,7.0,12.0,8.0,31.0,0.0,0.0,68.0,940.0,910.0,55.0,3.0,1.0,2.0,1.0,2788.347349795,1003.5370497949999,45.84443855943209,7.2823232153630215,22.155561,4.717677,9.0,45.84443855943209,36.844439,1.057397981521689,0.0445431,
2021-02-04 18:00:00,730.0,19.0,26.5,7.0,15.0,7.0,3.0,27.4,7.9,46.0,3.0,3000.0,0.0,20.0,7.0,8.0,8.0,27.0,11.0,20.0,69.0,1140.0,1110.0,60.0,40.0,0.0,2.0,1.0,2788.347349795,876.050599795,45.84443855943209,2.852183332954155,23.155561,5.147817,3.0,45.84443855943209,42.844439,1.1029748553180374,0.0034382,
2021-02-04 19:00:00,730.0,19.0,26.5,5.0,14.0,3.0,-5.0,26.8,5.2,45.0,-8.0,3000.0,0.0,20.0,8.0,5.0,8.0,58.0,11.0,41.0,83.0,1360.0,1180.0,60.0,60.0,0.0,0.0,0.0,2729.507449795,611.2710497950001,44.937479651873446,-8.194839855873624,38.06252,13.19484,-5.0,44.937479651873446,49.93748,1.2503913725977314,0.0601299,
2021-02-04 20:00:00,730.0,19.0,12.5,6.0,14.0,5.0,0.0,26.2,6.7,44.0,-2.0,3000.0,0.0,20.0,8.0,6.0,8.0,44.0,10.0,32.0,72.0,1360.0,1180.0,60.0,58.0,0.0,2.0,1.0,2670.667549795,758.3707997950002,44.01540253572364,-1.6923850735155952,27.984597,7.692385,0.0,44.01540253572364,44.015403,1.1578307755294206,0.0370262,
2021-02-04 21:00:00,730.0,19.0,19.6,5.0,19.0,2.0,-9.0,23.2,4.2,39.0,-12.0,3000.0,0.0,20.0,8.0,4.0,8.0,72.0,9.0,50.0,76.0,1360.0,1180.0,60.0,60.0,0.0,0.0,0.0,2376.468049795,513.204549795,39.15724672182836,-13.225525582291425,36.842753,17.225526,-9.0,39.15724672182836,48.157247,1.4098691089532362,0.0806663,
2021-02-04 22:00:00,730.0,19.0,12.5,5.0,13.0,4.0,-3.0,27.4,6.0,46.0,-5.0,3000.0,0.0,20.0,8.0,5.0,8.0,46.0,11.0,33.0,79.0,1360.0,1180.0,60.0,59.0,0.0,1.0,1.0,2788.347349795,689.724249795,45.84443855943209,-4.595461408315032,33.155561,9.595461,-3.0,45.84443855943209,48.844439,1.1958651097364759,0.0316309,
2021-02-05 00:00:00,730.0,19.0,12.5,6.0,15.0,6.0,2.0,26.8,7.4,45.0,1.0,3000.0,0.0,20.0,7.0,7.0,8.0,29.0,11.0,21.0,68.0,1140.0,1110.0,57.0,43.0,1.0,2.0,1.0,2729.507449795,827.0173497950001,44.937479651873446,1.0182989954336676,23.06252,5.981701,2.0,44.937479651873446,42.93748,1.1027287945673212,0.0223524,
2021-02-05 01:00:00,730.0,19.0,12.5,6.0,13.0,5.0,1.0,27.4,7.2,46.0,0.0,3000.0,0.0,20.0,8.0,6.0,8.0,29.0,11.0,21.0,71.0,1360.0,1180.0,60.0,60.0,0.0,0.0,0.0,2788.347349795,807.4040497950001,45.84443855943209,0.2617237001121566,25.155561,5.738276,1.0,45.84443855943209,44.844439,1.125488038515335,0.0161964,
2021-02-05 02:00:00,730.0,19.0,12.5,6.0,13.0,5.0,0.0,27.4,7.2,46.0,0.0,3000.0,0.0,20.0,8.0,6.0,8.0,29.0,11.0,22.0,70.0,1360.0,1180.0,60.0,59.0,0.0,1.0,1.0,2788.347349795,807.4040497950001,45.84443855943209,0.2617237001121566,24.155561,5.738276,0.0,45.84443855943209,45.844439,1.150585644006962,0.0,
2021-02-05 03:00:00,730.0,19.0,12.5,6.0,15.0,4.0,-1.0,28.0,6.5,47.0,-3.0,3000.0,0.0,20.0,8.0,6.0,9.0,37.0,11.0,27.0,77.0,1360.0,1180.0,55.0,53.0,1.0,2.0,0.0,2847.1872497950003,738.7574997950001,46.73680772378418,-2.5008259471920837,30.263192,8.500826,-1.0,46.73680772378418,47.736808,1.1718347771302873,0.0304813,
2021-02-05 04:00:00,730.0,19.0,12.5,6.0,29.0,4.0,-4.0,26.8,5.5,45.0,-7.0,1360.0,0.0,20.0,8.0,5.0,8.0,52.0,11.0,37.0,76.0,1360.0,1180.0,60.0,6.0,0.0,0.0,0.0,2729.507449795,640.690999795,44.937479651873446,-6.80612020230825,31.06252,11.80612,-4.0,44.937479651873446,48.93748,1.2568219730073211,0.0542313,
2021-02-05 05:00:00,730.0,19.0,12.5,6.0,13.0,6.0,3.0,27.4,7.9,46.0,3.0,3000.0,0.0,20.0,7.0,7.0,8.0,49.0,0.0,0.0,69.0,1140.0,1110.0,60.0,0.0,0.0,0.0,0.0,2788.347349795,876.050599795,45.84443855943209,2.852183332954155,23.155561,4.147817,3.0,45.84443855943209,42.844439,1.0752928275320808,0.0034382,
2021-02-05 06:00:00,730.0,19.0,12.5,6.0,13.0,6.0,3.0,27.4,7.7,46.0,2.0,3000.0,0.0,20.0,7.0,7.0,8.0,50.0,0.0,0.0,69.0,1140.0,1110.0,60.0,0.0,0.0,0.0,0.0,2788.347349795,856.4372997950001,45.84443855943209,2.128160033334666,23.155561,4.87184,3.0,45.84443855943209,42.844439,1.0752928275320808,0.0199431,
2021-02-05 07:00:00,730.0,19.0,12.5,6.0,13.0,6.0,3.0,27.4,7.7,46.0,2.0,3000.0,0.0,20.0,7.0,7.0,8.0,50.0,0.0,0.0,69.0,1140.0,1110.0,60.0,24.0,0.0,2.0,1.0,2788.347349795,856.4372997950001,45.84443855943209,2.128160033334666,23.155561,4.87184,3.0,45.84443855943209,42.844439,1.0752928275320808,0.0199431,
