Datetime,UNIT_ID,Ctrlmode,IU_TON_Cap,DefrostN,OU1Ta,OU1ThexLiq,OU1Tsh,OU1TLiqPipe,OU1Pc,OU1Pe,OU1Tc,OU1Te,OU1EV1pls,OU1EV2pls,OU1HP,OU1FanStep,OU1TAccIn,OU1INVCur,OU1INVrps,OU1Td,OU1Fanrps,OU1Fan2rps,OU1INVCopt,OU1INVCOnOffN,OU1PcMKS,OU1PeMKS,Tc(Rp),Te(Rp),SHdis,SHsuc,TLiq,TCondTPOut,SCLiq(Rp),ModifySC(Rp),RLI(Rp),CCDI
2020-11-23 19:00:00,802.0,19.0,37.5,0.0,11.0,8.0,9.0,37.0,25.6,8.7,43.0,6.0,740.0,0.0,18.0,8.0,10.0,17.0,24.0,55.0,1350.0,1170.0,60.0,0.0,2611.827649795,954.503799795,43.07764542076404,5.631561393210063,11.922355,4.368439,37.0,43.07764542076404,6.077645,0.18946668062070124,0.8376961,
2020-11-23 20:00:00,802.0,19.0,37.5,1.0,10.0,9.0,7.0,40.0,26.8,8.9,45.0,7.0,700.0,0.0,18.0,7.0,7.0,18.0,24.0,59.0,1060.0,1030.0,59.0,1.0,2729.507449795,974.1170997950001,44.937479651873446,6.299359427382285,14.06252,0.700641,40.0,44.937479651873446,4.93748,0.1413233023445994,0.8722122,
2020-11-23 21:00:00,802.0,19.0,37.5,0.0,10.0,8.0,6.0,41.0,27.4,8.7,46.0,6.0,700.0,0.0,18.0,7.0,6.0,19.0,25.0,61.0,1060.0,1030.0,60.0,0.0,2788.347349795,954.503799795,45.84443855943209,5.631561393210063,15.155561,0.368439,41.0,45.84443855943209,4.844439,0.13515176118514588,0.8795302,
2020-11-23 22:00:00,802.0,19.0,37.5,0.0,9.0,6.0,5.0,38.0,25.6,8.2,43.0,4.0,620.0,0.0,18.0,8.0,9.0,18.0,23.0,58.0,1350.0,1170.0,60.0,0.0,2611.827649795,905.4705497949999,43.07764542076404,3.9156327252940173,14.922355,5.084367,38.0,43.07764542076404,5.077645,0.1490022252800985,0.8703426,
2020-11-23 23:00:00,802.0,19.0,37.5,0.0,9.0,8.0,7.0,38.0,25.6,8.7,43.0,6.0,700.0,0.0,18.0,7.0,8.0,18.0,23.0,60.0,1060.0,1030.0,20.0,0.0,2611.827649795,954.503799795,43.07764542076404,5.631561393210063,16.922355,2.368439,38.0,43.07764542076404,5.077645,0.1490022252800985,0.8644012,
2020-11-24 14:00:00,802.0,19.0,37.5,0.0,10.0,7.0,10.0,34.0,22.7,8.4,38.0,5.0,680.0,0.0,18.0,8.0,10.0,16.0,21.0,50.0,1350.0,1170.0,60.0,0.0,2327.434799795,925.083849795,38.30363455847197,4.610211269363276,11.696365,5.389789,34.0,38.30363455847197,4.303635,0.15205238009659847,0.8722708,
2020-11-24 16:00:00,802.0,19.0,37.5,0.0,10.0,9.0,7.0,40.0,26.8,8.7,45.0,6.0,660.0,0.0,18.0,7.0,10.0,19.0,24.0,60.0,1060.0,1030.0,60.0,0.0,2729.507449795,954.503799795,44.937479651873446,5.631561393210063,15.06252,4.368439,40.0,44.937479651873446,4.93748,0.1413233023445994,0.8743833,
2020-11-24 17:00:00,802.0,19.0,37.5,0.0,10.0,10.0,8.0,41.0,27.4,8.9,46.0,7.0,680.0,0.0,18.0,7.0,9.0,19.0,24.0,59.0,1060.0,1030.0,1.0,0.0,2788.347349795,974.1170997950001,45.84443855943209,6.299359427382285,13.155561,2.700641,41.0,45.84443855943209,4.844439,0.13515176118514588,0.8774958,
2020-11-27 12:00:00,802.0,19.0,37.5,0.0,11.0,8.0,10.0,36.0,24.4,8.9,41.0,7.0,640.0,0.0,18.0,7.0,11.0,17.0,23.0,54.0,1060.0,1030.0,60.0,0.0,2494.1478497949997,974.1170997950001,41.15266006868552,6.299359427382285,12.84734,4.700641,36.0,41.15266006868552,5.15266,0.17088575231049677,0.8521615,
2020-11-27 13:00:00,802.0,19.0,37.5,1.0,10.0,10.0,8.0,40.0,26.8,9.2,45.0,8.0,660.0,0.0,18.0,7.0,8.0,18.0,23.0,58.0,1060.0,1030.0,59.0,1.0,2729.507449795,1003.5370497949999,44.937479651873446,7.2823232153630215,13.06252,0.717677,40.0,44.937479651873446,4.93748,0.1413233023445994,0.8688764,
2020-11-27 14:00:00,802.0,19.0,37.5,0.0,10.0,7.0,9.0,38.0,25.6,8.7,43.0,6.0,500.0,0.0,18.0,8.0,10.0,18.0,21.0,63.0,1350.0,1170.0,60.0,0.0,2611.827649795,954.503799795,43.07764542076404,5.631561393210063,19.922355,4.368439,38.0,43.07764542076404,5.077645,0.15350684534554498,0.8644012,
2020-11-27 15:00:00,802.0,19.0,37.5,0.0,10.0,10.0,8.0,41.0,27.4,9.2,46.0,8.0,800.0,0.0,18.0,7.0,8.0,19.0,24.0,61.0,1060.0,1030.0,60.0,0.0,2788.347349795,1003.5370497949999,45.84443855943209,7.2823232153630215,15.155561,0.717677,41.0,45.84443855943209,4.844439,0.13515176118514588,0.8743731,
2020-11-27 16:00:00,802.0,19.0,75.0,0.0,10.0,9.0,7.0,32.0,21.5,8.7,36.0,6.0,1060.0,0.0,18.0,7.0,6.0,15.0,32.0,52.0,1060.0,1030.0,60.0,0.0,2209.754999795,954.503799795,36.19792020308063,5.631561393210063,15.80208,0.368439,32.0,36.19792020308063,4.19792,0.1602386741946929,0.8626621,
