Datetime,UNIT_ID,Ctrlmode,IU_TON_Cap,DefrostN,OU1Ta,OU1ThexLiq,OU1Tsh,OU1TLiqPipe,OU1Pc,OU1Pe,OU1Tc,OU1Te,OU1EV1pls,OU1EV2pls,OU1HP,OU1FanStep,OU1TAccIn,OU1INVCur,OU1INVrps,OU1INV2Cur,OU1INV2rps,OU1Td,OU1Fanrps,OU1Fan2rps,OU1INVCopt,OU1INV2Copt,OU1INVCOnOffN,OU1INV2COnOffN,OU1PcMKS,OU1PeMKS,Tc(Rp),Te(Rp),SHdis,SHsuc,TLiq,TCondTPOut,SCLiq(Rp),ModifySC(Rp),RLI(Rp),CCDI
2019-12-04 02:00:00,419.0,19.0,80.0,0.0,5.0,30.0,7.0,1.0,23.2,7.2,39.0,0.0,1060.0,0.0,12.0,8.0,2.0,10.0,82.0,0.0,0.0,53.0,890.0,0.0,60.0,0.0,0.0,0.0,2376.468049795,807.4040497950001,39.15724672182836,0.2617237001121566,13.842753,1.738276,1.0,39.15724672182836,38.157247,1.1171054655179635,0.018981,
2019-12-04 03:00:00,419.0,19.0,80.0,0.0,6.0,36.0,9.0,2.0,26.8,7.2,45.0,0.0,960.0,0.0,12.0,8.0,2.0,12.0,101.0,0.0,0.0,59.0,890.0,0.0,60.0,0.0,0.0,0.0,2729.507449795,807.4040497950001,44.937479651873446,0.2617237001121566,14.06252,1.738276,2.0,44.937479651873446,42.93748,1.1027287945673212,0.0389087,
2019-12-04 04:00:00,419.0,19.0,80.0,0.0,7.0,37.0,10.0,3.0,28.0,7.2,47.0,0.0,1100.0,0.0,12.0,8.0,3.0,13.0,107.0,0.0,0.0,62.0,890.0,0.0,60.0,0.0,0.0,0.0,2847.1872497950003,807.4040497950001,46.73680772378418,0.2617237001121566,15.263192,2.738276,3.0,46.73680772378418,43.736808,1.100662345702764,0.0589192,
2019-12-04 05:00:00,419.0,19.0,80.0,0.0,8.0,35.0,10.0,4.0,25.6,7.4,43.0,1.0,1000.0,0.0,12.0,8.0,5.0,11.0,86.0,0.0,0.0,57.0,890.0,0.0,60.0,0.0,0.0,0.0,2611.827649795,827.0173497950001,43.07764542076404,1.0182989954336676,13.922355,3.981701,4.0,43.07764542076404,39.077645,1.1140327274323885,0.0708927,
2019-12-04 06:00:00,419.0,19.0,80.0,0.0,9.0,34.0,10.0,4.0,25.0,7.4,42.0,1.0,940.0,0.0,12.0,7.0,5.0,10.0,82.0,0.0,0.0,54.0,820.0,0.0,60.0,0.0,0.0,0.0,2552.987749795,827.0173497950001,42.123610354308255,1.0182989954336676,11.87639,3.981701,4.0,42.123610354308255,38.12361,1.1509497181076886,0.0725381,
2019-12-04 07:00:00,419.0,19.0,80.0,0.0,9.0,33.0,10.0,4.0,24.4,7.7,41.0,2.0,760.0,0.0,12.0,7.0,5.0,10.0,75.0,0.0,0.0,53.0,820.0,0.0,60.0,0.0,0.0,0.0,2494.1478497949997,856.4372997950001,41.15266006868552,2.128160033334666,11.84734,2.87184,4.0,41.15266006868552,37.15266,1.1555081265635043,0.0479658,
2019-12-04 08:00:00,419.0,19.0,80.0,0.0,8.0,35.0,10.0,3.0,25.6,7.2,43.0,0.0,940.0,0.0,12.0,7.0,4.0,11.0,86.0,0.0,0.0,56.0,820.0,0.0,55.0,0.0,0.0,0.0,2611.827649795,807.4040497950001,43.07764542076404,0.2617237001121566,12.922355,3.738276,3.0,43.07764542076404,40.077645,1.1425409122892904,0.0639546,
2020-03-04 03:00:00,419.0,19.0,80.0,0.0,7.0,32.0,7.0,1.0,25.6,6.7,43.0,-2.0,1760.0,0.0,12.0,8.0,1.0,15.0,122.0,0.0,0.0,60.0,890.0,0.0,60.0,0.0,0.0,0.0,2611.827649795,758.3707997950002,43.07764542076404,-1.6923850735155952,16.922355,2.692385,1.0,43.07764542076404,42.077645,1.1663079591048569,0.0601381,
2020-03-04 04:00:00,419.0,19.0,80.0,1.0,8.0,33.0,8.0,2.0,26.2,6.7,44.0,-2.0,1880.0,0.0,12.0,8.0,1.0,16.0,129.0,0.0,0.0,62.0,890.0,0.0,60.0,0.0,0.0,0.0,2670.667549795,758.3707997950002,44.01540253572364,-1.6923850735155952,17.984597,2.692385,2.0,44.01540253572364,42.015403,1.1665954020179274,0.0807824,
2020-03-04 05:00:00,419.0,19.0,80.0,0.0,8.0,32.0,8.0,2.0,25.0,7.0,42.0,-1.0,1820.0,0.0,12.0,8.0,2.0,13.0,116.0,0.0,0.0,57.0,890.0,0.0,60.0,0.0,0.0,0.0,2552.987749795,787.790749795,42.123610354308255,-0.5088612562674939,14.87639,2.508861,2.0,42.123610354308255,40.12361,1.1758313256831048,0.0588486,
2020-03-04 06:00:00,419.0,19.0,80.0,0.0,8.0,34.0,8.0,2.0,26.8,6.7,45.0,-2.0,1820.0,0.0,12.0,8.0,1.0,16.0,127.0,0.0,0.0,63.0,890.0,0.0,60.0,0.0,0.0,0.0,2729.507449795,758.3707997950002,44.937479651873446,-1.6923850735155952,18.06252,2.692385,2.0,44.937479651873446,42.93748,1.1624366471311813,0.079185,
2020-03-04 07:00:00,419.0,19.0,80.0,0.0,8.0,35.0,8.0,2.0,26.8,6.7,45.0,-2.0,1780.0,0.0,12.0,8.0,1.0,16.0,127.0,0.0,0.0,64.0,890.0,0.0,60.0,0.0,0.0,0.0,2729.507449795,758.3707997950002,44.937479651873446,-1.6923850735155952,19.06252,2.692385,2.0,44.937479651873446,42.93748,1.1624366471311813,0.079185,
2020-03-04 08:00:00,419.0,19.0,80.0,0.0,7.0,34.0,7.0,1.0,26.8,6.7,45.0,-2.0,1760.0,0.0,12.0,8.0,1.0,16.0,127.0,0.0,0.0,63.0,890.0,0.0,56.0,0.0,0.0,0.0,2729.507449795,758.3707997950002,44.937479651873446,-1.6923850735155952,18.06252,2.692385,1.0,44.937479651873446,43.93748,1.158154953971231,0.0577395,
2020-03-04 09:00:00,419.0,19.0,80.0,0.0,7.0,34.0,7.0,1.0,26.8,6.5,45.0,-3.0,1760.0,0.0,12.0,8.0,0.0,16.0,127.0,0.0,0.0,63.0,890.0,0.0,10.0,0.0,0.0,0.0,2729.507449795,738.7574997950001,44.937479651873446,-2.5008259471920837,18.06252,2.500826,1.0,44.937479651873446,43.93748,1.158154953971231,0.0737974,
2020-03-10 05:00:00,419.0,19.0,50.0,0.0,8.0,31.0,10.0,4.0,23.2,7.9,39.0,3.0,1400.0,0.0,12.0,7.0,6.0,10.0,56.0,0.0,0.0,52.0,820.0,0.0,31.0,0.0,0.0,0.0,2376.468049795,876.050599795,39.15724672182836,2.852183332954155,12.842753,3.147817,4.0,39.15724672182836,35.157247,1.1283810573470632,0.0316159,
