Datetime,UNIT_ID,Ctrlmode,IU_TON_Cap,DefrostN,OU1Ta,OU1ThexLiq,OU1Tsh,OU1TLiqPipe,OU1Pc,OU1Pe,OU1Tc,OU1Te,OU1EV1pls,OU1EV2pls,OU1HP,OU1FanStep,OU1TAccIn,OU1INVCur,OU1INVrps,OU1Td,OU1Fanrps,OU1Fan2rps,OU1INVCopt,OU1INVCOnOffN,OU1PcMKS,OU1PeMKS,Tc(Rp),Te(Rp),SHdis,SHsuc,TLiq,TCondTPOut,SCLiq(Rp),ModifySC(Rp),RLI(Rp),CCDI
2019-11-20 06:00:00,488.0,19.0,100.0,1.0,16.0,3.0,13.0,26.0,29.2,8.2,49.0,4.0,180.0,0.0,22.0,8.0,15.0,23.0,12.0,67.0,1360.0,1180.0,58.0,2.0,2964.867049795,905.4705497949999,48.47973917390766,3.9156327252940173,18.520261,11.084367,26.0,48.47973917390766,22.479739,0.6921157488253143,0.495564,
2019-11-20 07:00:00,488.0,19.0,100.0,0.0,14.0,10.0,12.0,28.0,29.2,9.5,49.0,9.0,320.0,0.0,22.0,7.0,13.0,21.0,19.0,67.0,1140.0,1110.0,51.0,1.0,2964.867049795,1032.956999795,48.47973917390766,8.243829250455633,18.520261,4.756171,28.0,48.47973917390766,20.479739,0.5939644408765691,0.4910084,
2019-11-20 08:00:00,488.0,19.0,44.0,0.0,14.0,10.0,12.0,33.0,28.6,9.5,48.0,9.0,400.0,0.0,22.0,7.0,12.0,20.0,21.0,63.0,1140.0,1110.0,59.0,0.0,2906.0271497950002,1032.956999795,47.61508484535182,8.243829250455633,15.384915,3.756171,33.0,47.61508484535182,14.615085,0.43477757284378615,0.6287879,
2019-11-21 02:00:00,488.0,19.0,100.0,0.0,15.0,6.0,13.0,24.0,25.6,7.9,43.0,3.0,1560.0,0.0,22.0,8.0,13.0,18.0,33.0,60.0,1360.0,1180.0,60.0,0.0,2611.827649795,876.050599795,43.07764542076404,2.852183332954155,16.922355,10.147817,24.0,43.07764542076404,19.077645,0.6794602864345476,0.5257321,
2019-11-21 03:00:00,488.0,19.0,72.0,0.0,16.0,11.0,13.0,31.0,26.8,9.5,45.0,9.0,580.0,0.0,22.0,6.0,9.0,19.0,28.0,58.0,870.0,670.0,41.0,1.0,2729.507449795,1032.956999795,44.937479651873446,8.243829250455633,13.06252,0.756171,31.0,44.937479651873446,13.93748,0.48164111621578876,0.6201664,
2019-11-21 04:00:00,488.0,19.0,44.0,1.0,16.0,11.0,12.0,36.0,28.0,9.5,47.0,9.0,600.0,0.0,22.0,7.0,9.0,20.0,30.0,66.0,1140.0,1110.0,43.0,2.0,2847.1872497950003,1032.956999795,46.73680772378418,8.243829250455633,19.263192,0.756171,36.0,46.73680772378418,10.736808,0.349314349638588,0.721071,
2019-11-21 05:00:00,488.0,19.0,72.0,0.0,17.0,12.0,15.0,31.0,28.6,9.9,48.0,10.0,400.0,0.0,22.0,7.0,16.0,20.0,23.0,63.0,940.0,910.0,40.0,1.0,2906.0271497950002,1072.183599795,47.61508484535182,9.494291351226025,15.384915,6.505709,31.0,47.61508484535182,16.615085,0.5427090953341784,0.5641464,
2019-11-21 06:00:00,488.0,19.0,72.0,0.0,17.0,15.0,16.0,26.0,25.6,11.1,43.0,13.0,560.0,0.0,22.0,6.0,14.0,17.0,19.0,63.0,870.0,670.0,30.0,3.0,2611.827649795,1189.863399795,43.07764542076404,13.050117260841603,19.922355,0.949883,26.0,43.07764542076404,17.077645,0.6548768005872996,0.431267,
2019-11-21 07:00:00,488.0,19.0,72.0,0.0,18.0,7.0,15.0,27.0,26.2,8.9,44.0,7.0,280.0,0.0,22.0,7.0,16.0,18.0,15.0,60.0,1140.0,1110.0,40.0,1.0,2670.667549795,974.1170997950001,44.01540253572364,6.299359427382285,15.984597,9.700641,27.0,44.01540253572364,17.015403,0.6540511136291247,0.548855,
2019-11-21 08:00:00,488.0,19.0,44.0,0.0,16.0,12.0,13.0,32.0,28.0,10.3,47.0,11.0,440.0,0.0,22.0,6.0,11.0,20.0,21.0,61.0,870.0,670.0,39.0,1.0,2847.1872497950003,1111.4101997950002,46.73680772378418,10.710802812920974,14.263192,0.289197,32.0,46.73680772378418,14.736808,0.47945148150816713,0.5909397,
