Datetime,UNIT_ID,Ctrlmode,IU_TON_Cap,OU1Ta,OU1ThexLiq,OU1Tsh,OU1TLiqPipe,OU1Pc,OU1Pe,OU1Tc,OU1Te,OU1EV1pls,OU1EV2pls,OU1HP,OU1FanStep,OU1TAccIn,OU1INVCur,OU1INVrps,OU1Td,OU1Fanrps,OU1Fan2rps,OU1INVCopt,OU1INVCOnOffN,DefrostN,OU1PcMKS,OU1PeMKS,Tc(Rp),Te(Rp),SHdis,SHsuc,TLiq,TCondTPOut,SCLiq(Rp),ModifySC(Rp),RLI(Rp),CCDI
2019-11-25 09:00:00,496.0,19.0,7.1,7.0,4.0,4.0,33.0,24.4,7.9,41.0,3.0,60.0,60.0,22.0,7.0,4.0,18.0,12.0,57.0,1140.0,1110.0,35.0,1.0,1.0,2494.1478497949997,876.050599795,41.15266006868552,2.852183332954155,15.84734,1.147817,33.0,41.15266006868552,8.15266,0.23871229894256907,0.7871395,
2019-11-26 01:00:00,496.0,19.0,7.1,9.0,7.0,16.0,43.0,27.4,8.9,46.0,7.0,140.0,0.0,22.0,7.0,7.0,21.0,12.0,66.0,1140.0,1110.0,60.0,0.0,0.0,2788.347349795,974.1170997950001,45.84443855943209,6.299359427382285,20.155561,0.700641,43.0,45.84443855943209,2.844439,0.07720131208979517,0.928071,
2019-11-26 02:00:00,496.0,19.0,7.1,10.0,9.0,11.0,42.0,26.2,9.2,44.0,8.0,300.0,0.0,22.0,7.0,8.0,19.0,12.0,59.0,1140.0,1110.0,54.0,1.0,0.0,2670.667549795,1003.5370497949999,44.01540253572364,7.2823232153630215,14.984597,0.717677,42.0,44.01540253572364,2.015403,0.059249717767807825,0.9451339,
2019-11-26 03:00:00,496.0,19.0,7.1,10.0,4.0,9.0,42.0,26.8,8.2,45.0,4.0,200.0,0.0,22.0,8.0,11.0,20.0,12.0,65.0,1360.0,1180.0,60.0,0.0,0.0,2729.507449795,905.4705497949999,44.937479651873446,3.9156327252940173,20.06252,7.084367,42.0,44.937479651873446,2.93748,0.08407818850328787,0.9283923,
2019-11-26 08:00:00,496.0,19.0,7.1,12.0,4.0,-5.0,50.0,30.8,5.2,51.0,-8.0,0.0,140.0,22.0,1.0,-6.0,26.0,12.0,71.0,380.0,0.0,11.0,0.0,0.0,3121.773449795,611.2710497950001,50.722175177598615,-8.194839855873624,20.277825,2.19484,50.0,50.722175177598615,0.722175,0.01865016613058942,0.9877425,
2019-11-27 02:00:00,496.0,19.0,7.1,10.0,7.0,7.0,40.0,26.8,8.7,45.0,6.0,160.0,120.0,22.0,1.0,8.0,20.0,12.0,65.0,380.0,0.0,31.0,0.0,0.0,2729.507449795,954.503799795,44.937479651873446,5.631561393210063,20.06252,2.368439,40.0,44.937479651873446,4.93748,0.1413233023445994,0.8743833,
2019-11-28 00:00:00,496.0,19.0,7.1,8.0,2.0,8.0,40.0,25.6,7.4,43.0,1.0,200.0,0.0,22.0,8.0,8.0,19.0,12.0,59.0,1360.0,1180.0,58.0,2.0,1.0,2611.827649795,827.0173497950001,43.07764542076404,1.0182989954336676,15.922355,6.981701,40.0,43.07764542076404,3.077645,0.08773807258391987,0.9268261,
2019-11-28 01:00:00,496.0,19.0,7.1,12.0,17.0,32.0,29.0,15.4,5.0,24.0,-9.0,40.0,0.0,22.0,8.0,5.0,11.0,18.0,67.0,1360.0,1180.0,60.0,0.0,0.0,1611.5493497950004,591.657749795,23.949028528735255,-9.149105872811162,43.050971,14.149106,23.948028528735254,23.949028528735255,0.001,8.36888118222482e-05,0.9999698,
2019-11-28 02:00:00,496.0,19.0,7.1,10.0,8.0,10.0,40.0,25.6,8.9,43.0,7.0,280.0,0.0,22.0,7.0,10.0,18.0,12.0,61.0,1140.0,1110.0,60.0,0.0,0.0,2611.827649795,974.1170997950001,43.07764542076404,6.299359427382285,17.922355,3.700641,40.0,43.07764542076404,3.077645,0.09304304949311931,0.916319,
2019-11-28 03:00:00,496.0,19.0,7.1,10.0,9.0,11.0,44.0,27.4,9.2,46.0,8.0,240.0,0.0,22.0,7.0,10.0,20.0,12.0,63.0,1140.0,1110.0,38.0,2.0,0.0,2788.347349795,1003.5370497949999,45.84443855943209,7.2823232153630215,17.155561,2.717677,44.0,45.84443855943209,1.844439,0.05145676914263329,0.9521697,
2019-11-28 04:00:00,496.0,19.0,7.1,11.0,4.0,5.0,42.0,28.6,8.2,48.0,4.0,80.0,200.0,22.0,7.0,4.0,22.0,12.0,66.0,1140.0,1110.0,48.0,0.0,0.0,2906.0271497950002,905.4705497949999,47.61508484535182,3.9156327252940173,18.384915,0.084367,42.0,47.61508484535182,5.615085,0.15335441727681315,0.8715067,
2019-11-28 06:00:00,496.0,19.0,7.1,11.0,7.0,11.0,44.0,30.0,8.7,50.0,6.0,280.0,0.0,22.0,8.0,11.0,23.0,12.0,64.0,1360.0,1180.0,60.0,0.0,0.0,3043.320249795,954.503799795,49.61218254332624,5.631561393210063,14.387817,5.368439,44.0,49.61218254332624,5.612183,0.1453474688643316,0.8723942,
2019-11-28 07:00:00,496.0,19.0,7.1,10.0,6.0,12.0,43.0,27.4,8.4,46.0,5.0,180.0,0.0,22.0,7.0,10.0,21.0,12.0,66.0,1140.0,1110.0,60.0,0.0,0.0,2788.347349795,925.083849795,45.84443855943209,4.610211269363276,20.155561,5.389789,43.0,45.84443855943209,2.844439,0.07935509982347082,0.9310175,
2019-11-28 08:00:00,496.0,19.0,7.1,10.0,6.0,11.0,41.0,26.2,8.2,44.0,4.0,180.0,0.0,22.0,7.0,9.0,19.0,12.0,61.0,1140.0,1110.0,60.0,0.0,0.0,2670.667549795,905.4705497949999,44.01540253572364,3.9156327252940173,16.984597,5.084367,41.0,44.01540253572364,3.015403,0.0886481645140952,0.9248025,
2019-11-28 09:00:00,496.0,19.0,7.1,10.0,8.0,10.0,39.0,25.6,8.9,43.0,7.0,260.0,0.0,22.0,7.0,10.0,18.0,12.0,60.0,1140.0,1110.0,59.0,1.0,1.0,2611.827649795,974.1170997950001,43.07764542076404,6.299359427382285,16.922355,3.700641,39.0,43.07764542076404,4.077645,0.12327494741933216,0.889129,
2019-11-28 10:00:00,496.0,19.0,7.1,10.0,0.0,9.0,38.0,25.6,7.2,43.0,0.0,200.0,0.0,22.0,8.0,9.0,19.0,12.0,60.0,1360.0,1180.0,60.0,0.0,0.0,2611.827649795,807.4040497950001,43.07764542076404,0.2617237001121566,16.922355,8.738276,38.0,43.07764542076404,5.077645,0.15350684534554498,0.8814075,
2019-11-28 11:00:00,496.0,19.0,7.1,9.0,5.0,9.0,41.0,26.8,8.2,45.0,4.0,200.0,0.0,22.0,8.0,9.0,19.0,12.0,61.0,1360.0,1180.0,47.0,0.0,0.0,2729.507449795,905.4705497949999,44.937479651873446,3.9156327252940173,16.06252,5.084367,41.0,44.937479651873446,3.93748,0.10956472290606879,0.9040151,
2019-11-29 01:00:00,496.0,19.0,7.1,9.0,3.0,9.0,41.0,26.2,7.7,44.0,2.0,180.0,0.0,22.0,8.0,9.0,19.0,12.0,59.0,1360.0,1180.0,42.0,1.0,0.0,2670.667549795,856.4372997950001,44.01540253572364,2.128160033334666,14.984597,6.87184,41.0,44.01540253572364,3.015403,0.08611647394096374,0.9280114,
2019-11-29 02:00:00,496.0,19.0,7.1,10.0,5.0,9.0,42.0,27.4,8.2,46.0,4.0,200.0,0.0,22.0,8.0,10.0,21.0,12.0,69.0,1360.0,1180.0,18.0,0.0,0.0,2788.347349795,905.4705497949999,45.84443855943209,3.9156327252940173,23.155561,6.084367,42.0,45.84443855943209,3.844439,0.10725343050430834,0.9083103,
2019-11-29 06:00:00,496.0,19.0,7.1,12.0,7.0,12.0,42.0,28.6,8.9,48.0,7.0,280.0,0.0,22.0,7.0,12.0,22.0,12.0,60.0,1140.0,1110.0,55.0,0.0,0.0,2906.0271497950002,974.1170997950001,47.61508484535182,6.299359427382285,12.384915,5.700641,42.0,47.61508484535182,5.615085,0.15766030108820123,0.8640933,
2019-11-29 10:00:00,496.0,19.0,7.1,11.0,7.0,18.0,47.0,29.2,8.4,49.0,5.0,140.0,0.0,22.0,7.0,11.0,22.0,12.0,64.0,1140.0,1110.0,60.0,0.0,0.0,2964.867049795,925.083849795,48.47973917390766,4.610211269363276,15.520261,6.389789,47.0,48.47973917390766,1.479739,0.03948103782510185,0.9662695,
2019-11-29 11:00:00,496.0,19.0,7.1,11.0,9.0,12.0,45.0,28.6,9.2,48.0,8.0,300.0,0.0,22.0,7.0,9.0,21.0,12.0,65.0,1140.0,1110.0,32.0,3.0,1.0,2906.0271497950002,1003.5370497949999,47.61508484535182,7.2823232153630215,17.384915,1.717677,45.0,47.61508484535182,2.615085,0.07142097337873513,0.9351623,
2019-11-30 05:00:00,496.0,19.0,7.1,13.0,6.0,13.0,44.0,30.8,8.4,51.0,5.0,300.0,0.0,22.0,8.0,13.0,24.0,12.0,67.0,1360.0,1180.0,22.0,1.0,0.0,3121.773449795,925.083849795,50.722175177598615,4.610211269363276,16.277825,8.389789,44.0,50.722175177598615,6.722175,0.1782022104598034,0.8542206,
2019-11-30 06:00:00,496.0,19.0,7.1,12.0,4.0,12.0,39.0,26.2,7.9,44.0,3.0,220.0,0.0,22.0,8.0,12.0,20.0,12.0,60.0,1360.0,1180.0,45.0,0.0,0.0,2670.667549795,876.050599795,44.01540253572364,2.852183332954155,15.984597,9.147817,39.0,44.01540253572364,5.015403,0.15665594066492464,0.8781582,
2019-12-01 04:00:00,496.0,19.0,12.5,9.0,4.0,9.0,41.0,27.4,7.9,46.0,3.0,220.0,0.0,22.0,8.0,9.0,20.0,12.0,59.0,1360.0,1180.0,48.0,2.0,0.0,2788.347349795,876.050599795,45.84443855943209,2.852183332954155,13.155561,6.147817,41.0,45.84443855943209,4.844439,0.1314835885526022,0.8873183,
2019-12-01 05:00:00,496.0,19.0,12.5,9.0,5.0,17.0,43.0,28.6,8.2,48.0,4.0,180.0,60.0,22.0,8.0,9.0,22.0,12.0,70.0,1360.0,1180.0,39.0,3.0,0.0,2906.0271497950002,905.4705497949999,47.61508484535182,3.9156327252940173,22.384915,5.084367,43.0,47.61508484535182,4.615085,0.11951508117832163,0.8943903,
2019-12-02 01:00:00,496.0,19.0,7.1,6.0,4.0,7.0,40.0,26.2,8.2,44.0,4.0,200.0,0.0,22.0,8.0,7.0,19.0,12.0,64.0,1360.0,1180.0,60.0,0.0,0.0,2670.667549795,905.4705497949999,44.01540253572364,3.9156327252940173,19.984597,3.084367,40.0,44.01540253572364,4.015403,0.10562568675227538,0.8998647,
2019-12-02 02:00:00,496.0,19.0,7.1,8.0,7.0,8.0,41.0,26.2,8.7,44.0,6.0,260.0,0.0,22.0,8.0,7.0,19.0,12.0,61.0,1360.0,1180.0,54.0,1.0,0.0,2670.667549795,954.503799795,44.01540253572364,5.631561393210063,16.984597,1.368439,41.0,44.01540253572364,3.015403,0.0837253726932255,0.9214408,
2019-12-02 03:00:00,496.0,19.0,7.1,9.0,6.0,23.0,42.0,28.6,8.7,48.0,6.0,180.0,160.0,22.0,8.0,10.0,22.0,12.0,70.0,1360.0,1180.0,57.0,0.0,0.0,2906.0271497950002,954.503799795,47.61508484535182,5.631561393210063,22.384915,4.368439,42.0,47.61508484535182,5.615085,0.1454116965555729,0.866255,
2019-12-02 06:00:00,496.0,19.0,7.1,10.0,5.0,11.0,44.0,30.0,8.2,50.0,4.0,240.0,0.0,22.0,8.0,11.0,24.0,12.0,67.0,1360.0,1180.0,38.0,1.0,0.0,3043.320249795,905.4705497949999,49.61218254332624,3.9156327252940173,17.387817,7.084367,44.0,49.61218254332624,5.612183,0.14167820704808717,0.8771859,
2019-12-02 08:00:00,496.0,19.0,7.1,10.0,6.0,11.0,44.0,29.2,8.4,49.0,5.0,280.0,0.0,22.0,8.0,10.0,22.0,12.0,64.0,1360.0,1180.0,34.0,1.0,0.0,2964.867049795,925.083849795,48.47973917390766,4.610211269363276,15.520261,5.389789,44.0,48.47973917390766,4.479739,0.1164181227880469,0.8978849,
2019-12-02 09:00:00,496.0,19.0,7.1,9.0,3.0,9.0,43.0,29.2,7.7,49.0,2.0,300.0,0.0,22.0,8.0,10.0,23.0,12.0,66.0,1360.0,1180.0,48.0,1.0,0.0,2964.867049795,856.4372997950001,48.47973917390766,2.128160033334666,17.520261,7.87184,43.0,48.47973917390766,5.479739,0.13879876399035546,0.8817788,
2019-12-02 10:00:00,496.0,19.0,7.1,9.0,-11.0,9.0,37.0,24.4,4.5,41.0,-11.0,260.0,0.0,22.0,8.0,9.0,19.0,14.0,59.0,1360.0,1180.0,30.0,2.0,1.0,2494.1478497949997,542.624499795,41.15266006868552,-11.644637966787798,17.84734,20.644638,37.0,41.15266006868552,4.15266,0.12915447714524886,0.9213471,
2019-12-02 12:00:00,496.0,19.0,7.1,8.0,4.0,8.0,45.0,30.0,7.9,50.0,3.0,220.0,0.0,22.0,8.0,8.0,24.0,12.0,67.0,1360.0,1180.0,25.0,1.0,0.0,3043.320249795,876.050599795,49.61218254332624,2.852183332954155,17.387817,5.147817,45.0,49.61218254332624,4.612183,0.1108373249876484,0.9013648,
2019-12-02 13:00:00,496.0,19.0,7.1,8.0,-3.0,7.0,30.0,21.5,6.2,36.0,-4.0,240.0,0.0,22.0,8.0,8.0,17.0,18.0,57.0,1360.0,1180.0,31.0,1.0,0.0,2209.754999795,709.3375497950001,36.19792020308063,-3.744489872362294,20.80208,11.74449,30.0,36.19792020308063,6.19792,0.21980060782365346,0.8448286,
2019-12-03 00:00:00,496.0,19.0,7.1,5.0,-3.0,4.0,26.0,20.3,6.0,34.0,-5.0,440.0,0.0,22.0,8.0,5.0,15.0,12.0,44.0,1360.0,1180.0,60.0,0.0,0.0,2092.075199795,689.724249795,34.00562152346981,-4.595461408315032,9.994378,9.595461,26.0,34.00562152346981,8.005622,0.27600242916781753,0.7926063,
2019-12-03 01:00:00,496.0,19.0,7.1,7.0,1.0,-5.0,49.0,30.8,5.2,51.0,-8.0,0.0,140.0,22.0,1.0,-6.0,25.0,12.0,75.0,380.0,0.0,54.0,1.0,0.0,3121.773449795,611.2710497950001,50.722175177598615,-8.194839855873624,24.277825,2.19484,49.0,50.722175177598615,1.722175,0.0393890512767162,0.9707695,
2019-12-03 02:00:00,496.0,19.0,7.1,7.0,4.0,9.0,46.0,30.0,8.2,50.0,4.0,260.0,0.0,22.0,8.0,8.0,23.0,12.0,67.0,1360.0,1180.0,60.0,0.0,0.0,3043.320249795,905.4705497949999,49.61218254332624,3.9156327252940173,17.387817,4.084367,46.0,49.61218254332624,3.612183,0.0847687863987555,0.9209528,
2019-12-03 03:00:00,496.0,19.0,7.1,9.0,-1.0,28.0,49.0,31.6,6.2,52.0,-4.0,0.0,140.0,22.0,1.0,12.0,25.0,12.0,70.0,380.0,0.0,58.0,0.0,0.0,3200.2266497950004,709.3375497950001,51.810629927179434,-3.744489872362294,18.18937,15.74449,49.0,51.810629927179434,2.81063,0.06565261956623533,0.9494083,
2019-12-03 05:00:00,496.0,19.0,7.1,10.0,-1.0,10.0,31.0,23.8,7.0,40.0,-1.0,240.0,0.0,22.0,8.0,8.0,18.0,16.0,60.0,1360.0,1180.0,40.0,1.0,0.0,2435.3079497950002,787.790749795,40.164114470573566,-0.5088612562674939,19.835886,8.508861,31.0,40.164114470573566,9.164114,0.3038084876961994,0.7746879,
