Datetime,UNIT_ID,Ctrlmode,IU_TON_Cap,OU1Ta,OU1ThexLiq,OU1Tsh,OU1TLiqPipe,OU1Pc,OU1Pe,OU1Tc,OU1Te,OU1EV1pls,OU1EV2pls,OU1HP,OU1FanStep,OU1TAccIn,OU1INVCur,OU1INVrps,OU1INV2Cur,OU1INV2rps,OU1Td,OU1Fanrps,OU1Fan2rps,OU1INVCopt,OU1INV2Copt,OU1INVCOnOffN,OU1INV2COnOffN,DefrostN,OU1PcMKS,OU1PeMKS,OU1ThexdiMKS,Tc(Rp),Te(Rp),TCondTPIn,TCondTPOut,SCondTPin,SCondTPOut,TCondDi,SConddi,ACondSC_Te,ACondTP_Te,RLI(Te),SHdis,SHsuc,SCconddi(Rp),ModifySCDi(Rp),CCDI,RLILiq
2017-09-22 06:00:00,87.0,4.0,22.4,25.0,24.0,20.0,26.0,17.3,10.3,29.0,11.0,3000.0,20.0,20.0,7.0,21.0,4.0,26.0,0.0,0.0,52.0,940.0,910.0,37.0,0.0,1.0,0.0,0.0,1797.8756997950002,1111.4101997950002,297.15,28.086306441838985,10.710802812920974,28.2053975278115,28.086306441838985,1.8260537980259717,1.2246353673059887,24.0,1.201194565897552,0.35940258103845557,10.485759912492405,0.034275,23.913694,10.289197,4.086306,1.3240117522371375,,0.034275
2017-09-22 09:00:00,87.0,4.0,11.2,27.0,24.0,25.0,26.0,18.5,8.4,31.0,5.0,3000.0,20.0,20.0,5.0,22.0,5.0,26.0,0.0,0.0,64.0,550.0,520.0,60.0,0.0,0.0,0.0,0.0,1915.555499795,925.083849795,297.15,30.535742932427354,4.610211269363276,30.65522862642274,30.535742932427354,1.8208482321526007,1.2382445122927048,24.0,1.200644208996795,0.8519348953772383,15.139117591142522,0.056274,33.464257,17.389789,6.535743,1.8484779931421909,,0.056274
2017-09-22 10:00:00,87.0,4.0,11.2,25.0,25.0,24.0,25.0,17.3,8.2,29.0,4.0,3000.0,20.0,20.0,5.0,21.0,5.0,26.0,0.0,0.0,62.0,550.0,520.0,52.0,0.0,0.0,0.0,0.0,1797.8756997950002,905.4705497949999,298.15,28.086306441838985,3.9156327252940173,28.2053975278115,28.086306441838985,1.8260537980259717,1.2246353673059887,25.0,1.2068940389617757,0.4014422707282994,14.572500443068378,0.027548,33.913694,17.084367,3.086306,0.9999998568389129,,0.027548
2017-09-23 02:00:00,87.0,4.0,56.0,22.0,27.0,22.0,25.0,18.5,9.9,31.0,10.0,3000.0,20.0,20.0,5.0,16.0,5.0,32.0,0.0,0.0,49.0,550.0,520.0,60.0,6.0,0.0,1.0,0.0,1915.555499795,1072.183599795,300.15,30.535742932427354,9.494291351226025,30.65522862642274,30.535742932427354,1.8208482321526007,1.2382445122927048,27.0,1.2177644896861548,0.3947233564641,12.29363436735566,0.032108,18.464257,6.505709,3.535743,0.41422791524890995,,0.032108
2017-09-23 03:00:00,87.0,4.0,22.4,20.0,22.0,21.0,21.0,15.4,9.2,24.0,8.0,3000.0,20.0,20.0,7.0,19.0,4.0,26.0,0.0,0.0,42.0,940.0,910.0,60.0,0.0,0.0,0.0,0.0,1611.5493497950004,1003.5370497949999,295.15,23.949028528735255,7.2823232153630215,24.066942269485423,23.949028528735255,1.8345623652559577,1.2017855308873702,22.0,1.1906930843085648,0.1740647909154914,10.583611569350024,0.016447,18.050971,11.717677,1.949029,0.49354644713701534,,0.016447
2017-09-23 04:00:00,87.0,4.0,22.4,21.0,22.0,21.0,20.0,15.8,9.2,25.0,8.0,3000.0,20.0,20.0,7.0,19.0,4.0,26.0,0.0,0.0,44.0,940.0,910.0,60.0,0.0,0.0,0.0,0.0,1650.775949795,1003.5370497949999,295.15,24.84881762698842,7.2823232153630215,24.967036600670497,24.84881762698842,1.832738256414381,1.2067424672369231,22.0,1.190515880441041,0.2619309530246355,11.033553822149775,0.023739,19.151182,11.717677,2.848818,0.7401800438720998,,0.023739
2017-09-23 05:00:00,87.0,4.0,22.4,20.0,21.0,20.0,20.0,15.0,9.2,23.0,8.0,3000.0,20.0,20.0,7.0,18.0,4.0,26.0,0.0,0.0,44.0,940.0,910.0,60.0,0.0,0.0,0.0,0.0,1572.322749795,1003.5370497949999,294.15,23.03263699001485,7.2823232153630215,23.150214314447055,23.03263699001485,1.8364069472026923,1.196743141961827,21.0,1.1852032996850599,0.17002798163372868,10.112510622209575,0.016814,20.967363,10.717677,2.032637,0.6702539758937802,,0.016814
2017-09-23 06:00:00,87.0,4.0,22.4,21.0,21.0,20.0,20.0,15.4,8.9,24.0,7.0,3000.0,20.0,20.0,7.0,18.0,4.0,26.0,0.0,0.0,44.0,940.0,910.0,34.0,0.0,0.0,0.0,0.0,1611.5493497950004,974.1170997950001,294.15,23.949028528735255,6.299359427382285,24.066942269485423,23.949028528735255,1.8345623652559577,1.2017855308873702,21.0,1.1850300146705683,0.2710230691803884,11.20560828340743,0.024186,20.050971,11.700641,2.949029,1.0000001598033863,,0.024186
2017-09-23 08:00:00,87.0,4.0,11.2,21.0,25.0,24.0,21.0,18.5,8.4,31.0,5.0,3000.0,20.0,20.0,2.0,19.0,5.0,26.0,0.0,0.0,59.0,470.0,0.0,60.0,0.0,0.0,0.0,0.0,1915.555499795,925.083849795,298.15,30.535742932427354,4.610211269363276,30.65522862642274,30.535742932427354,1.8208482321526007,1.2382445122927048,25.0,1.2063287272422858,0.7390949051133219,15.139117591142522,0.04882,28.464257,14.389789,5.535743,0.5805256118194095,,0.04882
2017-09-23 09:00:00,87.0,4.0,11.2,21.0,24.0,24.0,21.0,18.5,7.9,31.0,3.0,3000.0,20.0,20.0,2.0,19.0,5.0,26.0,0.0,0.0,63.0,470.0,0.0,22.0,4.0,0.0,1.0,0.0,1915.555499795,876.050599795,297.15,30.535742932427354,2.852183332954155,30.65522862642274,30.535742932427354,1.8208482321526007,1.2382445122927048,24.0,1.200644208996795,0.9180372789889037,16.163351206512093,0.056797,32.464257,16.147817,6.535743,0.6853942106361194,,0.056797
