Datetime,UNIT_ID,Ctrlmode,IU_TON_Cap,DefrostN,OU1Ta,OU1ThexLiq,OU1Tsh,OU1TLiqPipe,OU1Pc,OU1Pe,OU1Tc,OU1Te,OU1EV1pls,OU1EV2pls,OU1HP,OU1FanStep,OU1TAccIn,OU1INVCur,OU1INVrps,OU1Td,OU1Fanrps,OU1Fan2rps,OU1INVCopt,OU1INVCOnOffN,OU1PcMKS,OU1PeMKS,Tc(Rp),Te(Rp),SHdis,SHsuc,TLiq,TCondTPOut,SCLiq(Rp),ModifySC(Rp),RLI(Rp),CCDI
2020-11-12 09:00:00,794.0,19.0,100.0,0.0,17.0,14.0,16.0,33.0,23.8,9.9,40.0,10.0,1220.0,0.0,22.0,7.0,14.0,16.0,28.0,50.0,940.0,910.0,19.0,0.0,2435.3079497950002,1072.183599795,40.164114470573566,9.494291351226025,9.835886,4.505709,33.0,40.164114470573566,7.164114,0.30927640290764846,0.7664116,
2020-11-28 11:00:00,794.0,19.0,28.0,0.0,10.0,7.0,10.0,31.0,23.8,8.4,40.0,5.0,940.0,0.0,22.0,8.0,10.0,16.0,18.0,53.0,1360.0,1180.0,19.0,0.0,2435.3079497950002,925.083849795,40.164114470573566,4.610211269363276,12.835886,5.389789,31.0,40.164114470573566,9.164114,0.3038084876961994,0.7422473,
2020-11-30 09:00:00,794.0,19.0,72.0,0.0,8.0,3.0,7.0,34.0,23.8,7.2,40.0,0.0,760.0,0.0,22.0,8.0,7.0,17.0,32.0,51.0,1360.0,1180.0,60.0,0.0,2435.3079497950002,807.4040497950001,40.164114470573566,0.2617237001121566,10.835886,6.738276,34.0,40.164114470573566,6.164114,0.19164569276854954,0.8455202,
2020-11-30 10:00:00,794.0,19.0,72.0,0.0,10.0,6.0,9.0,28.0,26.8,8.4,45.0,5.0,300.0,0.0,22.0,7.0,10.0,19.0,19.0,58.0,1140.0,1110.0,60.0,0.0,2729.507449795,925.083849795,44.937479651873446,4.610211269363276,13.06252,5.389789,28.0,44.937479651873446,16.93748,0.4847939853924685,0.5799993,
2020-11-30 11:00:00,794.0,19.0,44.0,0.0,12.0,8.0,12.0,27.0,28.6,8.9,48.0,7.0,200.0,0.0,22.0,7.0,12.0,21.0,12.0,63.0,1140.0,1110.0,8.0,1.0,2906.0271497950002,974.1170997950001,47.61508484535182,6.299359427382285,15.384915,5.700641,27.0,47.61508484535182,20.615085,0.5788301527152057,0.5010354,
2021-01-22 17:00:00,794.0,19.0,56.0,0.0,10.0,10.0,11.0,16.0,26.8,9.9,45.0,10.0,0.0,0.0,22.0,0.0,12.0,0.0,0.0,41.0,0.0,0.0,1.0,1.0,2729.507449795,1072.183599795,44.937479651873446,9.494291351226025,0.0,2.505709,16.0,44.937479651873446,28.93748,0.8282646684403376,0.1835531,
2021-01-25 10:00:00,794.0,19.0,100.0,0.0,13.0,11.0,12.0,24.0,28.0,10.3,47.0,11.0,220.0,0.0,22.0,7.0,11.0,20.0,13.0,59.0,940.0,910.0,60.0,0.0,2847.1872497950003,1111.4101997950002,46.73680772378418,10.710802812920974,12.263192,0.289197,24.0,46.73680772378418,22.736808,0.6739466337821504,0.3688779,
2021-01-25 11:00:00,794.0,19.0,86.0,0.0,14.0,9.0,12.0,29.0,26.8,9.2,45.0,8.0,500.0,0.0,22.0,7.0,12.0,19.0,23.0,56.0,1140.0,1110.0,41.0,1.0,2729.507449795,1003.5370497949999,44.937479651873446,7.2823232153630215,11.06252,4.717677,29.0,44.937479651873446,15.93748,0.5151512075106898,0.5767517,
2021-01-25 12:00:00,794.0,19.0,86.0,1.0,14.0,7.0,13.0,26.0,25.6,8.4,43.0,5.0,440.0,0.0,22.0,8.0,13.0,18.0,25.0,65.0,1360.0,1180.0,49.0,3.0,2611.827649795,925.083849795,43.07764542076404,4.610211269363276,21.922355,8.389789,26.0,43.07764542076404,17.077645,0.5873118250422379,0.5560493,
2021-01-25 14:00:00,794.0,19.0,70.0,0.0,13.0,11.0,12.0,24.0,25.6,10.3,43.0,11.0,380.0,0.0,22.0,7.0,11.0,17.0,15.0,64.0,940.0,910.0,33.0,3.0,2611.827649795,1111.4101997950002,43.07764542076404,10.710802812920974,20.922355,0.289197,24.0,43.07764542076404,19.077645,0.634279869089413,0.4105806,
