Datetime,UNIT_ID,Ctrlmode,IU_TON_Cap,DefrostN,OU1Ta,OU1ThexLiq,OU1Tsh,OU1TLiqPipe,OU1Pc,OU1Pe,OU1Tc,OU1Te,OU1EV1pls,OU1EV2pls,OU1HP,OU1FanStep,OU1TAccIn,OU1INVCur,OU1INVrps,OU1Td,OU1Fanrps,OU1Fan2rps,OU1INVCopt,OU1INVCOnOffN,OU1PcMKS,OU1PeMKS,Tc(Rp),Te(Rp),SHdis,SHsuc,TLiq,TCondTPOut,SCLiq(Rp),ModifySC(Rp),RLI(Rp),CCDI
2020-11-12 09:00:00,794.0,19.0,100.0,0.0,17.0,7.0,11.0,33.0,23.8,8.2,40.0,4.0,920.0,0.0,18.0,8.0,13.0,16.0,29.0,46.0,1350.0,1170.0,18.0,0.0,2435.3079497950002,905.4705497949999,40.164114470573566,3.9156327252940173,5.835886,9.084367,33.0,40.164114470573566,7.164114,0.30927640290764846,0.802361,
2020-11-28 11:00:00,794.0,19.0,28.0,0.0,10.0,5.0,8.0,31.0,23.8,7.9,40.0,3.0,800.0,0.0,18.0,8.0,9.0,17.0,18.0,52.0,1350.0,1170.0,19.0,0.0,2435.3079497950002,876.050599795,40.164114470573566,2.852183332954155,11.835886,6.147817,31.0,40.164114470573566,9.164114,0.3038084876961994,0.7543918,
2020-11-30 09:00:00,794.0,19.0,72.0,0.0,9.0,2.0,3.0,34.0,23.8,7.0,40.0,-1.0,640.0,0.0,18.0,8.0,5.0,17.0,31.0,50.0,1350.0,1170.0,60.0,0.0,2435.3079497950002,787.790749795,40.164114470573566,-0.5088612562674939,9.835886,5.508861,34.0,40.164114470573566,6.164114,0.19779525600897174,0.8484469,
2020-11-30 10:00:00,794.0,19.0,72.0,0.0,10.0,7.0,9.0,28.0,27.4,8.7,46.0,6.0,340.0,0.0,18.0,8.0,9.0,19.0,19.0,59.0,1350.0,1170.0,37.0,1.0,2788.347349795,954.503799795,45.84443855943209,5.631561393210063,13.155561,3.368439,28.0,45.84443855943209,17.844439,0.49783006003603375,0.5562506,
2020-11-30 11:00:00,794.0,19.0,44.0,0.0,13.0,13.0,15.0,18.0,28.6,11.1,48.0,13.0,0.0,0.0,18.0,0.0,14.0,0.0,0.0,40.0,0.0,0.0,21.0,1.0,2906.0271497950002,1189.863399795,47.61508484535182,13.050117260841603,0.0,0.949883,18.0,47.61508484535182,29.615085,0.85555430912014,0.1432052,
2021-01-22 17:00:00,794.0,19.0,56.0,0.0,10.0,7.0,9.0,25.0,27.4,8.7,46.0,6.0,360.0,0.0,18.0,8.0,9.0,19.0,21.0,66.0,1350.0,1170.0,2.0,0.0,2788.347349795,954.503799795,45.84443855943209,5.631561393210063,20.155561,3.368439,25.0,45.84443855943209,20.844439,0.5815250520785463,0.4816477,
2021-01-25 10:00:00,794.0,19.0,100.0,0.0,13.0,9.0,11.0,24.0,28.6,9.2,48.0,8.0,220.0,0.0,18.0,7.0,12.0,21.0,13.0,61.0,1060.0,1030.0,44.0,1.0,2906.0271497950002,1003.5370497949999,47.61508484535182,7.2823232153630215,13.384915,4.717677,24.0,47.61508484535182,23.615085,0.6822194747031245,0.4144937,
2021-01-25 11:00:00,794.0,19.0,86.0,0.0,14.0,10.0,12.0,29.0,27.4,9.2,46.0,8.0,540.0,0.0,18.0,7.0,12.0,19.0,23.0,63.0,1060.0,1030.0,40.0,1.0,2788.347349795,1003.5370497949999,45.84443855943209,7.2823232153630215,17.155561,4.717677,29.0,45.84443855943209,16.844439,0.5289601500922302,0.5631869,
2021-01-25 12:00:00,794.0,19.0,86.0,1.0,14.0,11.0,10.0,26.0,25.6,9.5,43.0,9.0,520.0,0.0,18.0,7.0,10.0,18.0,25.0,55.0,940.0,910.0,59.0,1.0,2611.827649795,1032.956999795,43.07764542076404,8.243829250455633,11.922355,1.756171,26.0,43.07764542076404,17.077645,0.5873118250422379,0.5097395,
2021-01-25 14:00:00,794.0,19.0,70.0,0.0,14.0,8.0,15.0,23.0,26.2,7.0,44.0,-1.0,140.0,0.0,18.0,8.0,14.0,19.0,15.0,50.0,1350.0,1170.0,43.0,1.0,2670.667549795,787.790749795,44.01540253572364,-0.5088612562674939,5.984597,14.508861,23.0,44.01540253572364,21.015403,0.7001539617863846,0.5280011,
2021-01-25 15:00:00,794.0,19.0,100.0,0.0,15.0,15.0,16.0,19.0,26.8,11.5,45.0,14.0,0.0,0.0,18.0,0.0,16.0,0.0,0.0,45.0,0.0,0.0,52.0,1.0,2729.507449795,1229.089999795,44.937479651873446,14.176527939007542,0.06252,1.823472,19.0,44.937479651873446,25.93748,0.8663882297913101,0.156805,
2021-01-25 16:00:00,794.0,19.0,58.0,0.0,13.0,8.0,11.0,30.0,27.4,8.9,46.0,7.0,360.0,0.0,18.0,7.0,12.0,19.0,19.0,57.0,1060.0,1030.0,46.0,1.0,2788.347349795,974.1170997950001,45.84443855943209,6.299359427382285,11.155561,5.700641,30.0,45.84443855943209,15.844439,0.48240858102443884,0.5993322,
