Datetime,UNIT_ID,Ctrlmode,IU_TON_Cap,OU1Ta,OU1ThexLiq,OU1Tsh,OU1TLiqPipe,OU1Pc,OU1Pe,OU1Tc,OU1Te,OU1EV1pls,OU1EV2pls,OU1HP,OU1FanStep,OU1TAccIn,OU1INVCur,OU1INVrps,OU1INV2Cur,OU1INV2rps,OU1Td,OU1Fanrps,OU1Fan2rps,OU1INVCopt,OU1INV2Copt,OU1INVCOnOffN,OU1INV2COnOffN,DefrostN,OU1PcMKS,OU1PeMKS,OU1ThexdiMKS,Tc(Rp),Te(Rp),TCondTPIn,TCondTPOut,SCondTPin,SCondTPOut,TCondDi,SConddi,ACondSC_Te,ACondTP_Te,RLI(Te),SHdis,SHsuc,SCconddi(Rp),ModifySCDi(Rp),CCDI,RLILiq
2021-04-01 19:00:00,8973.0,4.0,6.3,29.0,24.0,34.0,28.0,25.0,7.7,42.0,2.0,3000.0,20.0,16.0,1.0,14.0,8.0,26.0,0.0,0.0,87.0,380.0,0.0,11.0,0.0,0.0,0.0,0.0,2552.987749795,856.4372997950001,297.15,42.123610354308255,2.128160033334666,42.24072555657432,42.123610354308255,1.7936257105794882,1.3039562966665308,24.0,1.1977472987418052,3.2854314528841195,19.6132225840829,0.167511,44.87639,11.87184,18.12361,1.3809926926129996,,0.167511
2021-04-02 09:00:00,8973.0,4.0,12.6,30.0,25.0,36.0,28.0,25.6,9.5,43.0,9.0,3000.0,20.0,16.0,1.0,11.0,7.0,26.0,0.0,0.0,74.0,380.0,0.0,59.0,0.0,1.0,0.0,0.0,2611.827649795,1032.956999795,298.15,43.07764542076404,8.243829250455633,43.1941629142479,43.07764542076404,1.791119984075567,1.3095079727485563,25.0,1.2030896907209456,2.7450588889188205,16.80444238017335,0.163353,30.922355,2.756171,18.077645,1.382331789734657,,0.163353
2021-04-02 10:00:00,8973.0,4.0,12.6,30.0,24.0,36.0,29.0,25.6,9.5,43.0,9.0,3000.0,20.0,16.0,1.0,9.0,8.0,26.0,0.0,0.0,74.0,380.0,0.0,60.0,0.0,0.0,0.0,0.0,2611.827649795,1032.956999795,297.15,43.07764542076404,8.243829250455633,43.1941629142479,43.07764542076404,1.791119984075567,1.3095079727485563,24.0,1.1974866471156211,2.8335786992573806,16.80444238017335,0.168621,30.922355,0.756171,19.077645,1.4587981541164476,,0.168621
2021-04-02 11:00:00,8973.0,4.0,6.3,32.0,26.0,37.0,30.0,25.0,7.2,42.0,0.0,3000.0,20.0,16.0,1.0,16.0,7.0,26.0,0.0,0.0,78.0,380.0,0.0,60.0,3.0,0.0,1.0,0.0,2552.987749795,807.4040497950001,299.15,42.123610354308255,0.2617237001121566,42.24072555657432,42.123610354308255,1.7936257105794882,1.3039562966665308,26.0,1.2089836029869314,3.2100847844646077,20.527159369477815,0.156382,35.87639,15.738276,16.12361,1.5926739014741271,,0.156382
2021-04-02 12:00:00,8973.0,4.0,6.3,32.0,25.0,36.0,30.0,26.2,7.7,44.0,2.0,3000.0,20.0,16.0,1.0,12.0,8.0,26.0,0.0,0.0,93.0,380.0,0.0,60.0,0.0,0.0,0.0,0.0,2670.667549795,856.4372997950001,298.15,44.01540253572364,2.128160033334666,44.131258050645556,44.01540253572364,1.788604771756641,1.3149940255148376,25.0,1.202823731389126,3.6320226639325197,19.86568338800702,0.182829,48.984597,9.87184,19.015403,1.5825855974000276,,0.182829
2021-04-02 13:00:00,8973.0,4.0,6.3,33.0,7.0,28.0,30.0,26.8,7.7,45.0,2.0,3000.0,20.0,16.0,1.0,9.0,8.0,26.0,0.0,0.0,95.0,380.0,0.0,3.0,0.0,0.0,0.0,0.0,2729.507449795,856.4372997950001,280.15,44.937479651873446,2.128160033334666,45.05260868100146,44.937479651873446,1.786077594290562,1.320418736471685,7.0,1.103384822238785,5.174214349970206,19.96134430367478,0.259212,50.06252,6.87184,37.93748,3.1780142129118656,,0.259212
2021-04-02 14:00:00,8973.0,4.0,12.6,34.0,16.0,36.0,35.0,24.4,8.4,41.0,5.0,3000.0,20.0,16.0,4.0,15.0,7.0,31.0,0.0,0.0,75.0,380.0,380.0,10.0,0.0,1.0,0.0,0.0,2494.1478497949997,925.083849795,289.15,41.15266006868552,4.610211269363276,41.27030889773448,41.15266006868552,1.796124015276936,1.2983345759982252,16.0,1.1535618577441884,3.4696401596051594,18.219727270007656,0.190433,33.84734,10.389789,25.15266,3.51654625810037,,0.190433
2021-04-02 15:00:00,8973.0,4.0,12.6,33.0,24.0,35.0,32.0,23.8,9.2,40.0,8.0,3000.0,20.0,16.0,4.0,15.0,7.0,26.0,0.0,0.0,70.0,380.0,380.0,61.0,0.0,0.0,0.0,0.0,2435.3079497950002,1003.5370497949999,297.15,40.164114470573566,7.2823232153630215,40.28223298195286,40.164114470573566,1.7986180901579527,1.2926382231124427,24.0,1.1982719022179769,2.3402596586215267,16.6674071618713,0.140409,29.835886,7.717677,16.164114,2.256261268073497,,0.140409
2021-04-02 16:00:00,8973.0,4.0,6.3,33.0,6.0,14.0,31.0,27.4,7.7,46.0,2.0,3000.0,20.0,16.0,1.0,11.0,8.0,26.0,0.0,0.0,95.0,380.0,0.0,59.0,0.0,0.0,0.0,0.0,2788.347349795,856.4372997950001,279.15,45.84443855943209,2.128160033334666,45.95877630859883,45.84443855943209,1.7835360360526744,1.3257862726347693,6.0,1.097736153989525,5.4262380341892475,20.037285191647747,0.270807,49.155561,8.87184,39.844439,3.102077121988405,,0.270807
2021-04-02 17:00:00,8973.0,4.0,6.3,28.0,2.0,0.0,28.0,24.4,7.2,41.0,0.0,3000.0,20.0,16.0,1.0,14.0,8.0,26.0,0.0,0.0,94.0,380.0,0.0,60.0,0.0,0.0,0.0,0.0,2494.1478497949997,807.4040497950001,275.15,41.15266006868552,0.2617237001121566,41.27030889773448,41.15266006868552,1.796124015276936,1.2983345759982252,2.0,1.076731489047509,4.72338256080479,20.384358458815615,0.231716,52.84734,13.738276,39.15266,2.976786429173861,,0.231716
2021-04-02 18:00:00,8973.0,4.0,6.3,30.0,4.0,2.0,29.0,25.6,7.4,43.0,1.0,3000.0,20.0,16.0,1.0,13.0,8.0,26.0,0.0,0.0,94.0,380.0,0.0,17.0,0.0,0.0,0.0,0.0,2611.827649795,827.0173497950001,277.15,43.07764542076404,1.0182989954336676,43.1941629142479,43.07764542076404,1.791119984075567,1.3095079727485563,4.0,1.087336785327367,5.00341149509713,20.284344539198646,0.246664,50.922355,11.981701,39.077645,2.9881254417522616,,0.246664
2021-04-02 20:00:00,8973.0,4.0,11.2,29.0,16.0,29.0,28.0,26.2,9.2,44.0,8.0,3000.0,40.0,16.0,3.0,21.0,8.0,44.0,0.0,0.0,79.0,570.0,0.0,8.0,0.0,1.0,0.0,0.0,2670.667549795,1003.5370497949999,289.15,44.01540253572364,7.2823232153630215,44.131258050645556,44.01540253572364,1.788604771756641,1.3149940255148376,16.0,1.1529053325769465,3.6835268250489666,17.424616317114545,0.211398,34.984597,13.717677,28.015403,1.8657776861690942,,0.211398
2021-04-03 09:00:00,8973.0,4.0,12.6,28.0,25.0,34.0,28.0,25.0,9.9,42.0,10.0,3000.0,20.0,16.0,1.0,19.0,7.0,26.0,0.0,0.0,69.0,380.0,0.0,41.0,0.0,1.0,0.0,0.0,2552.987749795,1072.183599795,298.15,42.123610354308255,9.494291351226025,42.24072555657432,42.123610354308255,1.7936257105794882,1.3039562966665308,25.0,1.2033568040538971,2.4211796793359133,16.00625337884516,0.151265,26.87639,9.505709,17.12361,1.2124102527918172,,0.151265
2021-04-03 10:00:00,8973.0,4.0,6.3,31.0,24.0,35.0,29.0,26.8,7.9,45.0,3.0,3000.0,20.0,16.0,1.0,17.0,8.0,26.0,0.0,0.0,95.0,380.0,0.0,60.0,4.0,0.0,1.0,0.0,2729.507449795,876.050599795,297.15,44.937479651873446,2.852183332954155,45.05260868100146,44.937479651873446,1.786077594290562,1.320418736471685,24.0,1.196968578362942,3.9030688979127044,19.624196440939716,0.198891,50.06252,14.147817,20.93748,1.5022429106962414,,0.198891
2021-04-03 11:00:00,8973.0,4.0,6.3,33.0,25.0,38.0,30.0,25.6,7.7,43.0,2.0,3000.0,20.0,16.0,1.0,17.0,8.0,26.0,0.0,0.0,80.0,380.0,0.0,10.0,0.0,0.0,0.0,0.0,2611.827649795,856.4372997950001,298.15,43.07764542076404,2.128160033334666,43.1941629142479,43.07764542076404,1.791119984075567,1.3095079727485563,25.0,1.2030896907209456,3.3958779004539767,19.74982213244166,0.171945,36.922355,14.87184,18.077645,1.79383618347523,,0.171945
2021-04-03 16:00:00,8973.0,4.0,6.3,31.0,25.0,36.0,29.0,26.2,8.4,44.0,5.0,3000.0,20.0,16.0,1.0,15.0,8.0,26.0,0.0,0.0,84.0,380.0,0.0,29.0,0.0,1.0,0.0,0.0,2670.667549795,925.083849795,298.15,44.01540253572364,4.610211269363276,44.131258050645556,44.01540253572364,1.788604771756641,1.3149940255148376,25.0,1.202823731389126,3.3536102467521043,18.69015724990112,0.179432,39.984597,10.389789,19.015403,1.46099230875173,,0.179432
2021-04-03 17:00:00,8973.0,4.0,17.5,30.0,25.0,34.0,31.0,24.4,8.9,41.0,7.0,3000.0,20.0,16.0,5.0,15.0,7.0,30.0,7.0,35.0,76.0,550.0,520.0,60.0,2.0,0.0,1.0,0.0,2494.1478497949997,974.1170997950001,298.15,41.15266006868552,6.299359427382285,41.27030889773448,41.15266006868552,1.796124015276936,1.2983345759982252,25.0,1.2036250859691355,2.5360332307091507,17.37888715556871,0.145926,34.84734,8.700641,16.15266,1.4483235300386765,,0.145926
2021-04-03 18:00:00,8973.0,4.0,17.5,31.0,25.0,34.0,31.0,25.6,8.7,43.0,6.0,3000.0,20.0,16.0,5.0,15.0,8.0,33.0,8.0,38.0,78.0,550.0,520.0,60.0,43.0,0.0,0.0,0.0,2611.827649795,954.503799795,298.15,43.07764542076404,5.631561393210063,43.1941629142479,43.07764542076404,1.791119984075567,1.3095079727485563,25.0,1.2030896907209456,3.023051946482842,18.062541957026287,0.167366,34.922355,9.368439,18.077645,1.4967855380917776,,0.167366
2021-04-03 19:00:00,8973.0,4.0,11.2,29.0,24.0,32.0,28.0,22.7,10.7,38.0,12.0,3000.0,20.0,16.0,3.0,21.0,6.0,26.0,0.0,0.0,68.0,570.0,0.0,42.0,0.0,0.0,0.0,0.0,2327.434799795,1150.636799795,297.15,38.30363455847197,11.895448307885943,38.42244832251032,38.30363455847197,1.803186649623992,1.2819850471480865,24.0,1.1987567314120307,1.60267515667751,13.794951954394106,0.116178,29.696365,9.104552,14.303635,1.537424423767267,,0.116178
2021-04-05 09:00:00,8973.0,4.0,12.6,26.0,26.0,32.0,25.0,23.8,8.9,40.0,7.0,3000.0,20.0,16.0,1.0,15.0,7.0,26.0,0.0,0.0,80.0,380.0,0.0,57.0,0.0,1.0,0.0,0.0,2435.3079497950002,974.1170997950001,299.15,40.164114470573566,6.299359427382285,40.28223298195286,40.164114470573566,1.7986180901579527,1.2926382231124427,26.0,1.2095352180679926,2.2257226710342706,17.16476704862434,0.129668,39.835886,8.700641,14.164114,0.9999999667770572,,0.129668
2021-04-05 10:00:00,8973.0,4.0,12.6,26.0,24.0,33.0,25.0,23.8,8.9,40.0,7.0,3000.0,20.0,16.0,1.0,14.0,7.0,26.0,0.0,0.0,73.0,380.0,0.0,60.0,0.0,0.0,0.0,0.0,2435.3079497950002,974.1170997950001,297.15,40.164114470573566,6.299359427382285,40.28223298195286,40.164114470573566,1.7986180901579527,1.2926382231124427,24.0,1.1982719022179769,2.4330183348657566,17.16476704862434,0.141745,32.835886,7.700641,16.164114,1.1412018755977653,,0.141745
2021-04-05 11:00:00,8973.0,4.0,6.3,26.0,26.0,32.0,25.0,23.8,7.2,40.0,0.0,3000.0,20.0,16.0,1.0,14.0,7.0,26.0,0.0,0.0,90.0,380.0,0.0,59.0,0.0,0.0,0.0,0.0,2435.3079497950002,807.4040497950001,299.15,40.164114470573566,0.2617237001121566,40.28223298195286,40.164114470573566,1.7986180901579527,1.2926382231124427,26.0,1.2095352180679926,2.7274683433341522,20.219689171177702,0.134892,49.835886,13.738276,14.164114,0.9999999667770572,,0.134892
2021-04-05 14:00:00,8973.0,4.0,6.3,26.0,25.0,36.0,27.0,23.8,7.4,40.0,1.0,3000.0,20.0,16.0,1.0,16.0,7.0,26.0,0.0,0.0,77.0,380.0,0.0,50.0,4.0,1.0,1.0,0.0,2435.3079497950002,827.0173497950001,298.15,40.164114470573566,1.0182989954336676,40.28223298195286,40.164114470573566,1.7986180901579527,1.2926382231124427,25.0,1.2038945513685688,2.801083800240519,19.836877303841007,0.141206,36.835886,14.981701,15.164114,1.0706009211874112,,0.141206
2021-04-05 15:00:00,8973.0,4.0,6.3,26.0,25.0,34.0,25.0,24.4,7.4,41.0,1.0,3000.0,20.0,16.0,1.0,15.0,7.0,26.0,0.0,0.0,85.0,380.0,0.0,20.0,0.0,0.0,0.0,0.0,2494.1478497949997,827.0173497950001,298.15,41.15266006868552,1.0182989954336676,41.27030889773448,41.15266006868552,1.796124015276936,1.2983345759982252,25.0,1.2036250859691355,3.036199771031808,20.007743266785397,0.151751,43.84734,13.981701,16.15266,1.0659950085847356,,0.151751
2021-04-06 09:00:00,8973.0,4.0,6.3,26.0,23.0,33.0,25.0,24.4,7.9,41.0,3.0,3000.0,20.0,16.0,1.0,13.0,7.0,26.0,0.0,0.0,78.0,380.0,0.0,26.0,0.0,1.0,0.0,0.0,2494.1478497949997,876.050599795,296.15,41.15266006868552,2.852183332954155,41.27030889773448,41.15266006868552,1.796124015276936,1.2983345759982252,23.0,1.1924092227243746,3.0955780634714256,19.09485501070906,0.162116,36.84734,10.147817,18.15266,1.19798503482001,,0.162116
2021-04-06 10:00:00,8973.0,4.0,6.3,27.0,27.0,33.0,26.0,24.4,7.7,41.0,2.0,3000.0,20.0,16.0,1.0,15.0,7.0,26.0,0.0,0.0,86.0,380.0,0.0,60.0,0.0,0.0,0.0,0.0,2494.1478497949997,856.4372997950001,300.15,41.15266006868552,2.128160033334666,41.27030889773448,41.15266006868552,1.796124015276936,1.2983345759982252,27.0,1.2149116654225833,2.665209329049503,19.45526616305137,0.136992,44.84734,12.87184,14.15266,0.9999999951468119,,0.136992
2021-04-06 11:00:00,8973.0,4.0,6.3,29.0,26.0,34.0,28.0,25.0,7.7,42.0,2.0,3000.0,20.0,16.0,1.0,16.0,8.0,26.0,0.0,0.0,91.0,380.0,0.0,60.0,0.0,0.0,0.0,0.0,2552.987749795,856.4372997950001,299.15,42.123610354308255,2.128160033334666,42.24072555657432,42.123610354308255,1.7936257105794882,1.3039562966665308,26.0,1.2089836029869314,3.0328242983169917,19.6132225840829,0.154632,48.87639,13.87184,16.12361,1.2285956047686906,,0.154632
2021-04-06 12:00:00,8973.0,4.0,6.3,29.0,22.0,34.0,28.0,25.0,7.4,42.0,1.0,3000.0,20.0,16.0,1.0,15.0,8.0,26.0,0.0,0.0,93.0,380.0,0.0,20.0,0.0,0.0,0.0,0.0,2552.987749795,827.0173497950001,295.15,42.123610354308255,1.0182989954336676,42.24072555657432,42.123610354308255,1.7936257105794882,1.3039562966665308,22.0,1.1865746345285049,3.64393835420243,20.15668758803671,0.180781,50.87639,13.981701,20.12361,1.5333897804573087,,0.180781
2021-04-06 14:00:00,8973.0,4.0,6.3,29.0,25.0,35.0,28.0,25.0,7.9,42.0,3.0,3000.0,20.0,16.0,1.0,15.0,8.0,26.0,0.0,0.0,82.0,380.0,0.0,58.0,0.0,1.0,0.0,0.0,2552.987749795,876.050599795,298.15,42.123610354308255,2.852183332954155,42.24072555657432,42.123610354308255,1.7936257105794882,1.3039562966665308,25.0,1.2033568040538971,3.089372375852369,19.2586905192989,0.160414,39.87639,12.147817,17.12361,1.304794148690845,,0.160414
2021-04-06 15:00:00,8973.0,4.0,6.3,30.0,25.0,35.0,28.0,25.6,7.9,43.0,3.0,3000.0,20.0,16.0,1.0,11.0,8.0,26.0,0.0,0.0,89.0,380.0,0.0,60.0,0.0,0.0,0.0,0.0,2611.827649795,876.050599795,298.15,43.07764542076404,2.852183332954155,43.1941629142479,43.07764542076404,1.791119984075567,1.3095079727485563,25.0,1.2030896907209456,3.318828584760509,19.401123814864302,0.171064,45.922355,8.147817,18.077645,1.382331789734657,,0.171064
2021-04-06 16:00:00,8973.0,4.0,26.9,30.0,31.0,35.0,28.0,24.4,10.7,41.0,12.0,3000.0,20.0,16.0,1.0,13.0,7.0,26.0,0.0,0.0,90.0,380.0,0.0,60.0,0.0,0.0,0.0,0.0,2494.1478497949997,1150.636799795,304.15,41.15266006868552,11.895448307885943,41.27030889773448,41.15266006868552,1.796124015276936,1.2983345759982252,31.0,1.237750706721199,1.4649713775188913,14.593213209588964,0.100387,48.84734,1.104552,10.15266,0.9103352866018641,,0.100387
2021-04-06 17:00:00,8973.0,4.0,26.9,34.0,25.0,35.0,34.0,28.0,7.9,47.0,3.0,3000.0,60.0,16.0,7.0,13.0,9.0,59.0,9.0,64.0,89.0,940.0,910.0,60.0,57.0,0.0,1.0,0.0,2847.1872497950003,876.050599795,298.15,46.73680772378418,2.852183332954155,46.85028906167901,46.73680772378418,1.7809775379046915,1.3311007108630994,25.0,1.2020326361967186,4.2613400164306565,19.76820188896895,0.215565,42.263192,10.147817,21.736808,1.7066134993472182,,0.215565
2021-04-06 18:00:00,8973.0,4.0,26.9,30.0,24.0,32.0,30.0,22.7,9.2,38.0,8.0,3000.0,40.0,16.0,7.0,10.0,7.0,35.0,7.0,40.0,66.0,940.0,910.0,60.0,60.0,0.0,0.0,0.0,2327.434799795,1003.5370497949999,297.15,38.30363455847197,7.2823232153630215,38.42244832251032,38.30363455847197,1.803186649623992,1.2819850471480865,24.0,1.1987567314120307,1.9866177884079292,16.199320145038865,0.122636,27.696365,2.717677,14.303635,1.7225752047826328,,0.122636
2021-04-06 19:00:00,8973.0,4.0,20.6,30.0,23.0,34.0,30.0,23.8,10.3,40.0,11.0,3000.0,20.0,16.0,4.0,19.0,7.0,43.0,0.0,0.0,72.0,380.0,380.0,34.0,10.0,0.0,0.0,0.0,2435.3079497950002,1111.4101997950002,296.15,40.164114470573566,10.710802812920974,40.28223298195286,40.164114470573566,1.7986180901579527,1.2926382231124427,23.0,1.1926658063964186,2.086549744498915,14.932665510930683,0.139731,31.835886,8.289197,17.164114,1.68869743150693,,0.139731
2021-04-07 12:00:00,8973.0,4.0,14.3,28.0,24.0,34.0,27.0,24.4,10.7,41.0,12.0,3000.0,20.0,16.0,1.0,20.0,7.0,26.0,0.0,0.0,69.0,380.0,0.0,48.0,0.0,1.0,0.0,0.0,2494.1478497949997,1150.636799795,297.15,41.15266006868552,11.895448307885943,41.27030889773448,41.15266006868552,1.796124015276936,1.2983345759982252,24.0,1.1980090459689123,2.0748204206803114,14.593213209588964,0.142177,27.84734,8.104552,17.15266,1.3041209846849058,,0.142177
2021-04-07 13:00:00,8973.0,4.0,14.3,28.0,25.0,35.0,28.0,25.0,10.7,42.0,12.0,3000.0,20.0,16.0,1.0,13.0,7.0,26.0,0.0,0.0,69.0,380.0,0.0,60.0,0.0,0.0,0.0,0.0,2552.987749795,1150.636799795,298.15,42.123610354308255,11.895448307885943,42.24072555657432,42.123610354308255,1.7936257105794882,1.3039562966665308,25.0,1.2033568040538971,2.1796245078126297,14.830480259164476,0.146969,26.87639,1.104552,17.12361,1.2124102527918172,,0.146969
2021-04-07 14:00:00,8973.0,4.0,14.3,29.0,24.0,35.0,28.0,25.0,10.7,42.0,12.0,3000.0,20.0,16.0,1.0,15.0,7.0,26.0,0.0,0.0,69.0,380.0,0.0,60.0,0.0,0.0,0.0,0.0,2552.987749795,1150.636799795,297.15,42.123610354308255,11.895448307885943,42.24072555657432,42.123610354308255,1.7936257105794882,1.3039562966665308,24.0,1.1977472987418052,2.248057552802106,14.830480259164476,0.151584,26.87639,3.104552,18.12361,1.3809926926129996,,0.151584
2021-04-07 15:00:00,8973.0,4.0,14.3,30.0,35.0,39.0,35.0,25.0,10.7,42.0,12.0,3000.0,20.0,16.0,1.0,20.0,7.0,30.0,0.0,0.0,60.0,380.0,0.0,60.0,3.0,0.0,1.0,0.0,2552.987749795,1150.636799795,308.15,42.123610354308255,11.895448307885943,42.24072555657432,42.123610354308255,1.7936257105794882,1.3039562966665308,35.0,1.2607004078365245,1.1534769682383397,14.830480259164476,0.077777,17.87639,8.104552,7.12361,0.587581569500751,,0.077777
2021-04-07 16:00:00,8973.0,4.0,14.3,30.0,25.0,39.0,30.0,28.0,10.3,47.0,11.0,3000.0,20.0,16.0,1.0,14.0,8.0,34.0,0.0,0.0,78.0,380.0,0.0,60.0,0.0,0.0,0.0,0.0,2847.1872497950003,1111.4101997950002,298.15,46.73680772378418,10.710802812920974,46.85028906167901,46.73680772378418,1.7809775379046915,1.3311007108630994,25.0,1.2020326361967186,3.247043130615624,16.232791092394233,0.20003,31.263192,3.289197,21.736808,1.2987427685573794,,0.20003
2021-04-07 17:00:00,8973.0,4.0,8.0,28.0,25.0,34.0,27.0,25.0,10.3,42.0,11.0,3000.0,20.0,16.0,1.0,20.0,7.0,26.0,0.0,0.0,77.0,380.0,0.0,61.0,0.0,0.0,0.0,0.0,2552.987749795,1111.4101997950002,298.15,42.123610354308255,10.710802812920974,42.24072555657432,42.123610354308255,1.7936257105794882,1.3039562966665308,25.0,1.2033568040538971,2.2987992435319478,15.410564924378598,0.14917,34.87639,9.289197,17.12361,1.2124102527918172,,0.14917
