Datetime,UNIT_ID,Ctrlmode,IU_TON_Cap,DefrostN,OU1Ta,OU1ThexLiq,OU1Tsh,OU1TLiqPipe,OU1Pc,OU1Pe,OU1Tc,OU1Te,OU1EV1pls,OU1EV2pls,OU1HP,OU1FanStep,OU1TAccIn,OU1INVCur,OU1INVrps,OU1Td,OU1Fanrps,OU1Fan2rps,OU1INVCopt,OU1INVCOnOffN,OU1PcMKS,OU1PeMKS,Tc(Rp),Te(Rp),SHdis,SHsuc,TLiq,TCondTPOut,SCLiq(Rp),ModifySC(Rp),RLI(Rp),CCDI
2018-03-23 04:00:00,153.0,19.0,14.2,0.0,19.0,18.0,18.0,40.0,24.4,13.0,41.0,18.0,0.0,0.0,18.0,0.0,19.0,0.0,0.0,49.0,0.0,0.0,12.0,2.0,2494.1478497949997,1376.1897497950001,41.15266006868552,18.174147792324447,7.84734,0.825852,40.0,41.15266006868552,1.15266,0.052032577416261314,0.9498375,
2018-11-08 05:00:00,153.0,19.0,84.0,0.0,12.0,9.0,10.0,35.0,26.8,8.9,45.0,7.0,480.0,0.0,18.0,7.0,10.0,19.0,22.0,63.0,1060.0,1030.0,60.0,0.0,2729.507449795,974.1170997950001,44.937479651873446,6.299359427382285,18.06252,3.700641,35.0,44.937479651873446,9.93748,0.30170735906427404,0.7428063,
2018-11-08 06:00:00,153.0,19.0,56.0,0.0,10.0,10.0,8.0,45.0,28.6,8.9,48.0,7.0,600.0,0.0,18.0,7.0,8.0,21.0,25.0,64.0,1060.0,1030.0,60.0,0.0,2906.0271497950002,974.1170997950001,47.61508484535182,6.299359427382285,16.384915,1.700641,45.0,47.61508484535182,2.615085,0.06952224116339198,0.9367049,
2018-11-08 07:00:00,153.0,19.0,70.0,0.0,12.0,9.0,8.0,44.0,28.0,8.7,47.0,6.0,500.0,0.0,18.0,7.0,10.0,20.0,23.0,67.0,1060.0,1030.0,60.0,0.0,2847.1872497950003,954.503799795,46.73680772378418,5.631561393210063,20.263192,4.368439,44.0,46.73680772378418,2.736808,0.07878697495066929,0.9334195,
2018-11-08 08:00:00,153.0,19.0,84.0,1.0,12.0,9.0,9.0,41.0,29.2,8.9,49.0,7.0,400.0,0.0,18.0,7.0,9.0,21.0,21.0,68.0,1060.0,1030.0,58.0,2.0,2964.867049795,974.1170997950001,48.47973917390766,6.299359427382285,19.520261,2.700641,41.0,48.47973917390766,7.479739,0.20503817103357816,0.8226726,
2018-11-08 09:00:00,153.0,19.0,56.0,0.0,12.0,7.0,9.0,30.0,29.2,8.4,49.0,5.0,960.0,0.0,18.0,8.0,11.0,21.0,22.0,67.0,1350.0,1170.0,60.0,0.0,2964.867049795,925.083849795,48.47973917390766,4.610211269363276,18.520261,6.389789,30.0,48.47973917390766,18.479739,0.5065754146953368,0.5787568,
2018-11-08 10:00:00,153.0,19.0,84.0,0.0,11.0,8.0,7.0,44.0,28.0,8.4,47.0,5.0,420.0,0.0,18.0,7.0,8.0,20.0,25.0,66.0,1060.0,1030.0,60.0,0.0,2847.1872497950003,925.083849795,46.73680772378418,4.610211269363276,19.263192,3.389789,44.0,46.73680772378418,2.736808,0.0765823299370568,0.9350337,
2018-11-08 11:00:00,153.0,19.0,70.0,0.0,11.0,9.0,8.0,36.0,28.0,8.9,47.0,7.0,460.0,0.0,18.0,7.0,7.0,20.0,23.0,68.0,1060.0,1030.0,60.0,0.0,2847.1872497950003,974.1170997950001,46.73680772378418,6.299359427382285,21.263192,0.700641,36.0,46.73680772378418,10.736808,0.3004411609169627,0.7344835,
2018-11-08 12:00:00,153.0,19.0,70.0,0.0,11.0,10.0,8.0,40.0,28.0,8.9,47.0,7.0,500.0,0.0,18.0,7.0,7.0,20.0,24.0,66.0,1060.0,1030.0,60.0,0.0,2847.1872497950003,974.1170997950001,46.73680772378418,6.299359427382285,19.263192,0.700641,40.0,46.73680772378418,6.736808,0.18851174542700977,0.8334018,
2018-11-08 13:00:00,153.0,19.0,70.0,1.0,11.0,9.0,8.0,45.0,28.6,8.7,48.0,6.0,600.0,0.0,18.0,7.0,7.0,20.0,24.0,64.0,1060.0,1030.0,58.0,2.0,2906.0271497950002,954.503799795,47.61508484535182,5.631561393210063,16.384915,1.368439,45.0,47.61508484535182,2.615085,0.07142097337873513,0.9377116,
