Datetime,UNIT_ID,Ctrlmode,IU_TON_Cap,DefrostN,OU1Ta,OU1ThexLiq,OU1Tsh,OU1TLiqPipe,OU1Pc,OU1Pe,OU1Tc,OU1Te,OU1EV1pls,OU1EV2pls,OU1HP,OU1FanStep,OU1TAccIn,OU1INVCur,OU1INVrps,OU1Td,OU1Fanrps,OU1Fan2rps,OU1INVCopt,OU1INVCOnOffN,OU1PcMKS,OU1PeMKS,Tc(Rp),Te(Rp),SHdis,SHsuc,TLiq,TCondTPOut,SCLiq(Rp),ModifySC(Rp),RLI(Rp),CCDI
2018-03-23 04:00:00,153.0,19.0,14.2,0.0,18.0,5.0,23.0,39.0,25.0,3.7,42.0,-16.0,60.0,0.0,22.0,8.0,20.0,19.0,12.0,55.0,1360.0,1180.0,26.0,1.0,2552.987749795,464.1712997950001,42.123610354308255,-16.021219769648837,12.87639,36.02122,39.0,42.123610354308255,3.12361,0.12948352067219293,0.9462788,
2018-11-08 05:00:00,153.0,19.0,84.0,0.0,12.0,9.0,11.0,35.0,26.8,8.9,45.0,7.0,420.0,0.0,22.0,7.0,11.0,19.0,22.0,61.0,1140.0,1110.0,60.0,0.0,2729.507449795,974.1170997950001,44.937479651873446,6.299359427382285,16.06252,4.700641,35.0,44.937479651873446,9.93748,0.30170735906427404,0.7428063,
2018-11-08 06:00:00,153.0,19.0,56.0,0.0,10.0,11.0,11.0,45.0,28.6,9.2,48.0,8.0,700.0,0.0,22.0,7.0,8.0,20.0,26.0,63.0,1140.0,1110.0,60.0,0.0,2906.0271497950002,1003.5370497949999,47.61508484535182,7.2823232153630215,15.384915,0.717677,45.0,47.61508484535182,2.615085,0.06952224116339198,0.9351623,
2018-11-08 07:00:00,153.0,19.0,70.0,0.0,12.0,10.0,11.0,44.0,28.0,9.2,47.0,8.0,560.0,0.0,22.0,7.0,8.0,20.0,24.0,63.0,1140.0,1110.0,60.0,0.0,2847.1872497950003,1003.5370497949999,46.73680772378418,7.2823232153630215,16.263192,0.717677,44.0,46.73680772378418,2.736808,0.07878697495066929,0.9306338,
2018-11-08 08:00:00,153.0,19.0,84.0,1.0,12.0,9.0,11.0,41.0,29.2,8.9,49.0,7.0,380.0,0.0,22.0,7.0,11.0,20.0,21.0,64.0,1140.0,1110.0,58.0,2.0,2964.867049795,974.1170997950001,48.47973917390766,6.299359427382285,15.520261,4.700641,41.0,48.47973917390766,7.479739,0.20503817103357816,0.8226726,
2018-11-08 09:00:00,153.0,19.0,56.0,0.0,12.0,7.0,11.0,30.0,29.2,8.4,49.0,5.0,980.0,0.0,22.0,8.0,11.0,21.0,22.0,67.0,1360.0,1180.0,60.0,0.0,2964.867049795,925.083849795,48.47973917390766,4.610211269363276,18.520261,6.389789,30.0,48.47973917390766,18.479739,0.5065754146953368,0.5787568,
2018-11-08 10:00:00,153.0,19.0,84.0,0.0,11.0,10.0,10.0,44.0,28.0,9.2,47.0,8.0,500.0,0.0,22.0,7.0,8.0,20.0,25.0,62.0,1140.0,1110.0,60.0,0.0,2847.1872497950003,1003.5370497949999,46.73680772378418,7.2823232153630215,15.263192,0.717677,44.0,46.73680772378418,2.736808,0.0765823299370568,0.9306338,
2018-11-08 11:00:00,153.0,19.0,70.0,0.0,11.0,9.0,10.0,36.0,28.0,8.9,47.0,7.0,440.0,0.0,22.0,7.0,10.0,20.0,24.0,64.0,1140.0,1110.0,60.0,0.0,2847.1872497950003,974.1170997950001,46.73680772378418,6.299359427382285,17.263192,3.700641,36.0,46.73680772378418,10.736808,0.3004411609169627,0.7344835,
2018-11-08 12:00:00,153.0,19.0,70.0,0.0,12.0,10.0,10.0,40.0,28.0,8.9,47.0,7.0,480.0,0.0,22.0,7.0,9.0,20.0,24.0,64.0,1140.0,1110.0,60.0,0.0,2847.1872497950003,974.1170997950001,46.73680772378418,6.299359427382285,17.263192,2.700641,40.0,46.73680772378418,6.736808,0.19393860407579505,0.8334018,
2018-11-08 13:00:00,153.0,19.0,70.0,1.0,11.0,10.0,10.0,45.0,28.6,8.9,48.0,7.0,600.0,0.0,22.0,7.0,7.0,20.0,24.0,64.0,1140.0,1110.0,58.0,2.0,2906.0271497950002,974.1170997950001,47.61508484535182,6.299359427382285,16.384915,0.700641,45.0,47.61508484535182,2.615085,0.07142097337873513,0.9367049,
