Datetime,UNIT_ID,Ctrlmode,IU_TON_Cap,DefrostN,OU1Ta,OU1ThexLiq,OU1Tsh,OU1TLiqPipe,OU1Pc,OU1Pe,OU1Tc,OU1Te,OU1EV1pls,OU1EV2pls,OU1HP,OU1FanStep,OU1TAccIn,OU1INVCur,OU1INVrps,OU1Td,OU1Fanrps,OU1Fan2rps,OU1INVCopt,OU1INVCOnOffN,OU1PcMKS,OU1PeMKS,Tc(Rp),Te(Rp),SHdis,SHsuc,TLiq,TCondTPOut,SCLiq(Rp),ModifySC(Rp),RLI(Rp),CCDI
2019-11-20 06:00:00,488.0,19.0,100.0,1.0,17.0,16.0,17.0,23.0,29.2,12.6,49.0,17.0,0.0,0.0,18.0,0.0,18.0,0.0,0.0,49.0,0.0,0.0,42.0,3.0,2964.867049795,1336.963149795,48.47973917390766,17.140780261453244,0.520261,0.85922,23.0,48.47973917390766,25.479739,0.8094012107037777,0.1869628,
2019-11-20 07:00:00,488.0,19.0,100.0,0.0,14.0,10.0,10.0,28.0,29.2,9.2,49.0,8.0,320.0,0.0,18.0,7.0,12.0,21.0,18.0,66.0,1060.0,1030.0,60.0,0.0,2964.867049795,1003.5370497949999,48.47973917390766,7.2823232153630215,17.520261,4.717677,28.0,48.47973917390766,20.479739,0.5939644408765691,0.5028878,
2019-11-20 08:00:00,488.0,19.0,44.0,0.0,14.0,11.0,11.0,33.0,28.6,9.5,48.0,9.0,440.0,0.0,18.0,7.0,10.0,20.0,21.0,69.0,940.0,910.0,59.0,0.0,2906.0271497950002,1032.956999795,47.61508484535182,8.243829250455633,21.384915,1.756171,33.0,47.61508484535182,14.615085,0.43477757284378615,0.6287879,
2019-11-21 02:00:00,488.0,19.0,100.0,0.0,15.0,5.0,10.0,23.0,25.6,7.7,43.0,2.0,1320.0,0.0,18.0,8.0,12.0,18.0,33.0,58.0,1350.0,1170.0,43.0,1.0,2611.827649795,856.4372997950001,43.07764542076404,2.128160033334666,14.922355,9.87184,23.0,43.07764542076404,20.077645,0.7150758084989611,0.5096972,
2019-11-21 03:00:00,488.0,19.0,72.0,0.0,16.0,8.0,13.0,31.0,26.8,8.9,45.0,7.0,540.0,0.0,18.0,8.0,14.0,19.0,28.0,62.0,1350.0,1170.0,40.0,1.0,2729.507449795,974.1170997950001,44.937479651873446,6.299359427382285,17.06252,7.700641,31.0,44.937479651873446,13.93748,0.48164111621578876,0.6392816,
2019-11-21 04:00:00,488.0,19.0,44.0,1.0,15.0,12.0,10.0,36.0,28.0,9.9,47.0,10.0,620.0,0.0,18.0,6.0,10.0,20.0,29.0,60.0,870.0,670.0,58.0,1.0,2847.1872497950003,1072.183599795,46.73680772378418,9.494291351226025,13.263192,0.505709,36.0,46.73680772378418,10.736808,0.3383077495835735,0.7117056,
2019-11-21 05:00:00,488.0,19.0,72.0,0.0,17.0,12.0,15.0,30.0,28.6,11.5,48.0,14.0,0.0,0.0,18.0,0.0,16.0,0.0,0.0,61.0,0.0,0.0,22.0,1.0,2906.0271497950002,1229.089999795,47.61508484535182,14.176527939007542,13.384915,1.823472,30.0,47.61508484535182,17.615085,0.5753727317425494,0.4732104,
2019-11-21 06:00:00,488.0,19.0,72.0,0.0,19.0,19.0,20.0,21.0,25.6,13.0,43.0,18.0,0.0,0.0,18.0,0.0,19.0,0.0,0.0,42.0,0.0,0.0,54.0,1.0,2611.827649795,1376.1897497950001,43.07764542076404,18.174147792324447,0.0,0.825852,21.0,43.07764542076404,22.077645,0.9169353819356736,0.1134721,
2019-11-21 07:00:00,488.0,19.0,72.0,0.0,18.0,19.0,19.0,24.0,26.2,13.4,44.0,19.0,0.0,0.0,18.0,0.0,21.0,0.0,0.0,50.0,0.0,0.0,45.0,1.0,2670.667549795,1415.416349795,44.01540253572364,19.185631007886286,5.984597,1.814369,24.0,44.01540253572364,20.015403,0.7693674150348201,0.193895,
2019-11-21 08:00:00,488.0,19.0,44.0,0.0,16.0,10.0,13.0,32.0,28.6,9.5,48.0,9.0,400.0,0.0,18.0,6.0,13.0,20.0,21.0,62.0,870.0,670.0,40.0,1.0,2906.0271497950002,1032.956999795,47.61508484535182,8.243829250455633,14.384915,4.756171,32.0,47.61508484535182,15.615085,0.49391248122162784,0.6033887,
2019-11-25 04:00:00,488.0,19.0,28.0,0.0,9.0,0.0,7.0,27.0,23.2,7.0,39.0,-1.0,280.0,0.0,18.0,8.0,7.0,17.0,18.0,54.0,1350.0,1170.0,40.0,1.0,2376.468049795,787.790749795,39.15724672182836,-0.5088612562674939,14.842753,7.508861,27.0,39.15724672182836,12.157247,0.4031285452594174,0.6935105,
2019-11-25 05:00:00,488.0,19.0,14.0,1.0,9.0,0.0,8.0,24.0,25.0,7.0,42.0,-1.0,160.0,0.0,18.0,8.0,8.0,19.0,12.0,54.0,1350.0,1170.0,37.0,3.0,2552.987749795,787.790749795,42.123610354308255,-0.5088612562674939,11.87639,8.508861,24.0,42.123610354308255,18.12361,0.5471508028907464,0.5748872,
2019-11-25 08:00:00,488.0,19.0,28.0,0.0,8.0,0.0,5.0,25.0,23.8,7.0,40.0,-1.0,260.0,0.0,18.0,8.0,7.0,17.0,17.0,61.0,1350.0,1170.0,37.0,1.0,2435.3079497950002,787.790749795,40.164114470573566,-0.5088612562674939,20.835886,7.508861,25.0,40.164114470573566,15.164114,0.4714606402073779,0.6271698,
2019-11-25 09:00:00,488.0,19.0,28.0,0.0,8.0,7.0,7.0,19.0,24.4,8.9,41.0,7.0,0.0,0.0,18.0,0.0,10.0,0.0,0.0,49.0,0.0,0.0,23.0,2.0,2494.1478497949997,974.1170997950001,41.15266006868552,6.299359427382285,7.84734,3.700641,19.0,41.15266006868552,22.15266,0.6682015848533489,0.3644028,
2019-11-25 10:00:00,488.0,19.0,28.0,0.0,7.0,3.0,8.0,23.0,25.0,7.7,42.0,2.0,120.0,0.0,18.0,8.0,5.0,18.0,12.0,53.0,1350.0,1170.0,40.0,1.0,2552.987749795,856.4372997950001,42.123610354308255,2.128160033334666,10.87639,2.87184,23.0,42.123610354308255,19.12361,0.5444659534453098,0.5218554,
2019-11-25 11:00:00,488.0,19.0,100.0,0.0,7.0,6.0,5.0,25.0,23.2,8.4,39.0,5.0,420.0,0.0,18.0,8.0,5.0,16.0,18.0,54.0,1350.0,1170.0,37.0,2.0,2376.468049795,925.083849795,39.15724672182836,4.610211269363276,14.842753,0.389789,25.0,39.15724672182836,14.157247,0.44025059491147456,0.5902037,
2019-11-25 12:00:00,488.0,19.0,100.0,1.0,8.0,-2.0,6.0,24.0,25.0,6.5,42.0,-3.0,220.0,0.0,18.0,8.0,7.0,19.0,16.0,60.0,1350.0,1170.0,57.0,1.0,2552.987749795,738.7574997950001,42.123610354308255,-2.5008259471920837,17.87639,9.500826,24.0,42.123610354308255,18.12361,0.5311164267737518,0.5938635,
2019-11-25 13:00:00,488.0,19.0,100.0,0.0,8.0,7.0,8.0,28.0,26.8,8.9,45.0,7.0,0.0,0.0,18.0,0.0,10.0,0.0,0.0,49.0,0.0,0.0,41.0,2.0,2729.507449795,974.1170997950001,44.937479651873446,6.299359427382285,4.06252,3.700641,28.0,44.937479651873446,16.93748,0.4585445504033176,0.5616381,
2019-11-26 03:00:00,488.0,19.0,100.0,0.0,9.0,5.0,7.0,26.0,26.2,7.4,44.0,1.0,700.0,0.0,18.0,8.0,7.0,20.0,47.0,67.0,1350.0,1170.0,60.0,0.0,2670.667549795,827.0173497950001,44.01540253572364,1.0182989954336676,22.984597,5.981701,26.0,44.01540253572364,18.015403,0.5144993829963888,0.5810089,
2019-11-26 04:00:00,488.0,19.0,100.0,0.0,10.0,6.0,5.0,29.0,29.2,8.4,49.0,5.0,300.0,0.0,18.0,8.0,9.0,22.0,20.0,66.0,1350.0,1170.0,55.0,1.0,2964.867049795,925.083849795,48.47973917390766,4.610211269363276,17.520261,4.389789,29.0,48.47973917390766,19.479739,0.5062336548582642,0.555962,
2019-11-26 05:00:00,488.0,19.0,86.0,0.0,11.0,8.0,5.0,30.0,28.0,8.2,47.0,4.0,680.0,0.0,18.0,8.0,8.0,20.0,37.0,64.0,1350.0,1170.0,60.0,0.0,2847.1872497950003,905.4705497949999,46.73680772378418,3.9156327252940173,17.263192,4.084367,30.0,46.73680772378418,16.736808,0.4683352841518922,0.6091465,
2019-11-26 06:00:00,488.0,19.0,100.0,1.0,11.0,7.0,7.0,27.0,30.8,8.9,51.0,7.0,180.0,0.0,18.0,7.0,10.0,23.0,13.0,65.0,1060.0,1030.0,58.0,2.0,3121.773449795,974.1170997950001,50.722175177598615,6.299359427382285,14.277825,3.700641,27.0,50.722175177598615,23.722175,0.5972023156823033,0.4659912,
2019-11-26 07:00:00,488.0,19.0,100.0,0.0,12.0,10.0,10.0,24.0,26.8,9.5,45.0,9.0,360.0,0.0,18.0,7.0,9.0,19.0,18.0,60.0,1060.0,1030.0,59.0,1.0,2729.507449795,1032.956999795,44.937479651873446,8.243829250455633,15.06252,0.756171,24.0,44.937479651873446,20.93748,0.6356734097840756,0.4293977,
2019-11-26 08:00:00,488.0,19.0,42.0,0.0,12.0,1.0,-4.0,36.0,25.0,5.2,42.0,-8.0,320.0,0.0,18.0,8.0,7.0,19.0,12.0,62.0,1350.0,1170.0,49.0,1.0,2552.987749795,611.2710497950001,42.123610354308255,-8.194839855873624,19.87639,15.19484,36.0,42.123610354308255,6.12361,0.20328273828984136,0.8783029,
2019-11-26 09:00:00,488.0,19.0,100.0,0.0,10.0,0.0,9.0,24.0,25.0,7.0,42.0,-1.0,380.0,0.0,18.0,8.0,8.0,18.0,28.0,67.0,1350.0,1170.0,55.0,1.0,2552.987749795,787.790749795,42.123610354308255,-0.5088612562674939,24.87639,8.508861,24.0,42.123610354308255,18.12361,0.5641834712881005,0.5748872,
2019-11-26 10:00:00,488.0,19.0,100.0,0.0,10.0,-2.0,3.0,27.0,26.8,6.5,45.0,-3.0,260.0,0.0,18.0,8.0,8.0,20.0,22.0,66.0,1350.0,1170.0,60.0,0.0,2729.507449795,738.7574997950001,44.937479651873446,-2.5008259471920837,21.06252,10.500826,27.0,44.937479651873446,17.93748,0.5134165423131243,0.6218777,
2019-11-26 11:00:00,488.0,19.0,100.0,0.0,10.0,9.0,6.0,26.0,26.2,8.7,44.0,6.0,820.0,0.0,18.0,7.0,6.0,19.0,35.0,65.0,1060.0,1030.0,55.0,1.0,2670.667549795,954.503799795,44.01540253572364,5.631561393210063,20.984597,0.368439,26.0,44.01540253572364,18.015403,0.5296248657084058,0.5306514,
2019-11-26 12:00:00,488.0,19.0,84.0,1.0,9.0,5.0,8.0,31.0,27.4,7.9,46.0,3.0,420.0,0.0,18.0,8.0,8.0,20.0,26.0,68.0,1350.0,1170.0,50.0,1.0,2788.347349795,876.050599795,45.84443855943209,2.852183332954155,22.155561,5.147817,31.0,45.84443855943209,14.844439,0.4028949708666373,0.6547183,
2019-11-27 02:00:00,488.0,19.0,100.0,0.0,11.0,9.0,11.0,18.0,26.8,9.5,45.0,9.0,0.0,0.0,18.0,0.0,12.0,0.0,0.0,46.0,0.0,0.0,55.0,1.0,2729.507449795,1032.956999795,44.937479651873446,8.243829250455633,1.06252,3.756171,18.0,44.937479651873446,26.93748,0.7937383764593425,0.2658817,
2019-11-27 03:00:00,488.0,19.0,44.0,0.0,9.0,8.0,6.0,35.0,27.4,8.2,46.0,4.0,680.0,0.0,18.0,8.0,8.0,20.0,31.0,66.0,1350.0,1170.0,52.0,1.0,2788.347349795,905.4705497949999,45.84443855943209,3.9156327252940173,20.155561,4.084367,35.0,45.84443855943209,10.844439,0.2943304179410232,0.7413607,
2019-11-27 04:00:00,488.0,19.0,86.0,0.0,9.0,8.0,6.0,30.0,27.4,7.7,46.0,2.0,800.0,0.0,18.0,8.0,7.0,21.0,51.0,68.0,1350.0,1170.0,44.0,1.0,2788.347349795,856.4372997950001,45.84443855943209,2.128160033334666,22.155561,4.87184,30.0,45.84443855943209,15.844439,0.4300361090980408,0.637562,
2019-11-27 05:00:00,488.0,19.0,14.0,0.0,9.0,7.0,7.0,36.0,26.2,8.7,44.0,6.0,320.0,0.0,18.0,8.0,8.0,19.0,13.0,72.0,1350.0,1170.0,43.0,1.0,2670.667549795,954.503799795,44.01540253572364,5.631561393210063,27.984597,2.368439,36.0,44.01540253572364,8.015403,0.22891077695943873,0.7911777,
2019-11-27 06:00:00,488.0,19.0,56.0,1.0,9.0,4.0,7.0,36.0,25.6,7.7,43.0,2.0,560.0,0.0,18.0,8.0,8.0,19.0,28.0,70.0,1350.0,1170.0,20.0,2.0,2611.827649795,856.4372997950001,43.07764542076404,2.128160033334666,26.922355,5.87184,36.0,43.07764542076404,7.077645,0.20769172613338716,0.8271616,
2019-11-27 08:00:00,488.0,19.0,100.0,0.0,8.0,5.0,6.0,26.0,26.8,7.9,45.0,3.0,460.0,0.0,18.0,8.0,7.0,19.0,29.0,62.0,1350.0,1170.0,56.0,0.0,2729.507449795,876.050599795,44.937479651873446,2.852183332954155,17.06252,4.147817,26.0,44.937479651873446,18.93748,0.5126900963054609,0.5500215,
2019-11-28 02:00:00,488.0,19.0,100.0,0.0,9.0,5.0,6.0,25.0,28.0,8.2,47.0,4.0,240.0,0.0,18.0,8.0,8.0,21.0,15.0,65.0,1350.0,1170.0,60.0,0.0,2847.1872497950003,905.4705497949999,46.73680772378418,3.9156327252940173,18.263192,4.084367,25.0,46.73680772378418,21.736808,0.5760107786303306,0.4923818,
2019-11-28 03:00:00,488.0,19.0,72.0,0.0,9.0,7.0,4.0,35.0,27.4,8.4,46.0,5.0,540.0,0.0,18.0,8.0,7.0,20.0,27.0,66.0,1350.0,1170.0,60.0,0.0,2788.347349795,925.083849795,45.84443855943209,4.610211269363276,20.155561,2.389789,35.0,45.84443855943209,10.844439,0.2943304179410232,0.737004,
2019-11-28 04:00:00,488.0,19.0,100.0,0.0,10.0,7.0,7.0,24.0,28.0,8.7,47.0,6.0,220.0,0.0,18.0,7.0,10.0,21.0,13.0,63.0,1060.0,1030.0,60.0,0.0,2847.1872497950003,954.503799795,46.73680772378418,5.631561393210063,16.263192,4.368439,24.0,46.73680772378418,22.736808,0.6189108256480247,0.4468636,
2019-11-28 05:00:00,488.0,19.0,100.0,1.0,10.0,8.0,7.0,28.0,28.0,8.7,47.0,6.0,480.0,0.0,18.0,8.0,6.0,20.0,28.0,68.0,1350.0,1170.0,50.0,2.0,2847.1872497950003,954.503799795,46.73680772378418,5.631561393210063,21.263192,0.368439,28.0,46.73680772378418,18.736808,0.5100282022563816,0.5441748,
2019-11-28 06:00:00,488.0,19.0,58.0,0.0,9.0,8.0,6.0,33.0,28.0,8.4,47.0,5.0,700.0,0.0,18.0,8.0,6.0,20.0,33.0,65.0,1350.0,1170.0,60.0,0.0,2847.1872497950003,925.083849795,46.73680772378418,4.610211269363276,18.263192,1.389789,33.0,46.73680772378418,13.736808,0.36401616428572925,0.673916,
2019-11-28 07:00:00,488.0,19.0,100.0,0.0,9.0,9.0,5.0,26.0,25.6,8.2,43.0,4.0,1000.0,0.0,18.0,7.0,4.0,19.0,43.0,63.0,1060.0,1030.0,60.0,0.0,2611.827649795,905.4705497949999,43.07764542076404,3.9156327252940173,19.922355,0.084367,26.0,43.07764542076404,17.077645,0.5011392303998305,0.5639232,
2019-11-28 08:00:00,488.0,19.0,28.0,0.0,9.0,6.0,6.0,34.0,28.0,8.2,47.0,4.0,460.0,0.0,18.0,8.0,7.0,21.0,25.0,71.0,1350.0,1170.0,60.0,0.0,2847.1872497950003,905.4705497949999,46.73680772378418,3.9156327252940173,24.263192,3.084367,34.0,46.73680772378418,12.736808,0.3375168374926541,0.7025582,
2019-11-28 09:00:00,488.0,19.0,84.0,0.0,9.0,4.0,4.0,31.0,28.6,8.2,48.0,4.0,280.0,0.0,18.0,8.0,9.0,22.0,23.0,63.0,1350.0,1170.0,43.0,1.0,2906.0271497950002,905.4705497949999,47.61508484535182,3.9156327252940173,15.384915,5.084367,31.0,47.61508484535182,16.615085,0.4302744657053368,0.6197873,
2019-11-28 10:00:00,488.0,19.0,86.0,0.0,8.0,7.0,6.0,34.0,27.4,7.9,46.0,3.0,700.0,0.0,18.0,8.0,5.0,20.0,33.0,73.0,1350.0,1170.0,56.0,1.0,2788.347349795,876.050599795,45.84443855943209,2.852183332954155,27.155561,2.147817,34.0,45.84443855943209,11.844439,0.3129770040424598,0.7244983,
2019-11-28 11:00:00,488.0,19.0,100.0,1.0,8.0,4.0,3.0,25.0,28.0,7.7,47.0,2.0,420.0,0.0,18.0,8.0,7.0,20.0,27.0,64.0,1350.0,1170.0,50.0,4.0,2847.1872497950003,856.4372997950001,46.73680772378418,2.128160033334666,17.263192,4.87184,25.0,46.73680772378418,21.736808,0.5611409219622845,0.5127221,
